zip,data
21077,295
21085,350
21087,295
21093,361
21105,693
21111,432
21113,337
21117,351
21123,268
21131,422
21133,351
21139,361
21153,351
21155,433
21157,410
21161,715
21163,352
21201,351
21203,351
21205,352
21207,351
21209,351
21211,351
21213,352
21215,351
21217,351
21219,266
21221,296
21223,351
21225,268
21227,268
21229,351
21231,351
21233,351
21235,351
21237,350
21239,351
22003,245
22009,244
22015,244
22025,244
22027,246
22031,246
22033,245
22035,246
22037,245
22039,306
22041,245
22043,245
22067,344
22079,244
22081,246
22095,272
22101,344
22103,344
22107,344
22109,344
22119,246
22121,244
22125,306
23001,173
23003,174
23005,373
23009,373
23011,291
23015,220
23021,21
23023,293
23025,21
23027,217
23031,154
24001,41
24003,41
24005,41
24009,41
24011,41
24013,41
24015,41
24017,41
24019,41
24023,41
24025,41
24027,41
24029,41
24031,41
24033,41
24035,41
24037,41
24043,41
24045,41
25003,163
25005,6
25007,248
25009,165
25011,6
25015,164
25019,163
25021,248
25025,164
26003,290
26031,288
26033,353
26035,731
26037,731
26039,353
26041,352
26047,856
26055,500
26059,487
26075,377
26101,308
26103,308
26105,308
26121,308
26133,310
26137,294
26141,151
26143,311
26147,294
26149,318
26151,296
26155,339
26159,339
26161,454
27007,647
27009,308
27011,684
27013,1523
27017,647
27019,310
27021,310
27023,795
27025,305
27027,305
27031,315
27041,306
27043,627
27045,628
27047,639
27049,315
27051,309
27053,306
27055,830
27099,628
27101,628
27103,854
27105,628
27107,805
27109,628
27111,628
27113,628
27115,628
27117,628
27127,856
27155,628
27157,628
28001,1282
28007,927
28009,1321
28017,1279
28019,730
28021,1580
28023,1481
28025,1791
28027,1840
28031,1463
28033,1584
28035,1654
28037,1465
28039,1382
28041,1519
28043,672
28053,1772
28055,1783
28071,1369
28073,1568
28075,1640
28077,1586
28079,1689
28081,1639
28083,1639
28089,1290
28091,428
28093,1584
28097,1689
28101,1836
28103,1357
28105,1611
28107,1689
28109,1456
28111,1372
28115,1654
28117,1654
28119,428
28123,1654
28125,1483
28127,1322
28129,1689
28133,1122
28135,1122
28137,1378
28139,475
28145,1519
28147,1523
28151,1577
28159,1383
28163,1689
29001,48
29003,0
29009,540
29015,1232
29021,780
29031,1637
29033,380
29037,604
29039,379
29041,48
29045,581
29047,49
29051,48
29053,380
29055,1436
29059,48
29061,380
29063,400
29065,800
29067,934
29069,48
29071,400
29073,332
29075,400
29079,336
29081,0
29101,340
29105,331
29107,379
29111,48
29113,331
29115,379
29117,379
29123,332
29125,379
29127,400
29129,400
29133,379
29135,379
29137,331
29143,48
29145,400
29147,581
29151,49
29153,49
29161,48
29163,48
29169,380
29171,380
29175,1177
29177,400
29201,380
29203,581
29205,380
29207,380
29209,380
29211,380
29215,380
29217,380
29219,581
29221,380
29223,581
29225,380
29227,380
29229,581
29510,2
30003,7093
30005,6901
30007,6918
30009,6892
30011,6960
30013,7081
30015,6715
30017,7090
30019,6805
30021,7125
30023,6901
30025,5408
30029,6891
30031,7125
30033,7125
30035,7123
30037,7123
30039,7084
30041,6876
30043,6891
30045,6888
30047,7093
30049,6889
30055,4871
30061,6951
30063,6837
30065,6804
30067,6837
30069,6835
30071,7093
30073,7123
30075,6805
30077,6893
30079,7125
30081,7072
30083,7125
30085,7125
30087,7086
30091,7093
30093,7092
30095,6891
30097,6893
30099,6891
30101,6443
30103,2078
30105,473
30107,2993
30109,1973
30111,6688
31001,163
31003,58
31005,59
31007,59
31009,1
31011,3
31013,59
31015,373
31017,58
31019,58
31021,1
31023,47
31025,59
31027,0
31029,4162
31031,58
31033,260
31035,0
31037,4
31039,288
31041,59
31045,0
31047,59
31049,0
31051,213
31055,3
31057,59
31059,58
31061,58
31063,59
31065,58
31067,13
31069,59
31071,206
31075,1
31077,163
31079,162
31081,60
31083,3
31085,4801
31087,0
31089,0
31091,59
31093,59
31095,59
31097,4162
31099,59
31107,7123
31119,7123
31131,6606
31139,7035
31141,7071
31145,7126
32003,400
32007,434
32009,93
32011,188
32013,0
32033,423
33001,68
33009,2618
33011,2684
33013,2684
33015,2685
33017,2685
33019,2902
35005,306
35006,304
35007,304
35011,143
35013,466
35015,394
35019,142
35021,304
35023,304
35031,364
35033,372
35035,304
35041,306
35043,395
35045,305
35049,465
35051,393
35053,444
35055,364
35057,444
35061,306
36003,1
36005,1
36009,2
36013,1
36015,2
36017,0
36023,29
36025,1
36027,1
36029,1
36031,29
36033,2
36035,3
36037,3
36039,1
36041,3
36043,1
36045,29
36047,3
36049,3
36051,2
36053,2
36057,1
36061,1
36065,1
36067,1
36069,3
36071,3
36075,1
36079,1
36081,3
36083,29
36087,29
36089,29
36091,2
36093,1
36101,1
36103,1
36105,1
36107,1
36109,1
36111,1
36113,1
36115,1
36117,1
36119,1
36121,1
36123,1
37011,629
37013,629
37015,628
37019,323
37023,0
37025,629
37027,629
37029,629
37031,643
37033,103
37035,628
37037,848
37041,526
37043,628
37047,323
37049,713
37051,628
37055,628
37057,541
37059,387
37061,305
37063,848
37065,629
37067,629
37069,629
37071,643
37073,628
37075,628
37077,628
37079,0
37083,319
37085,643
37087,642
37089,629
37091,628
37095,642
37097,0
37101,305
37111,100
37115,628
37119,611
37121,628
37127,848
37129,812
37131,848
37133,848
37135,629
37137,407
37141,713
37143,629
37145,235
37149,848
37151,541
37153,848
37161,628
37165,628
37167,629
37171,628
37175,0
37179,812
37181,628
37183,323
37185,0
37187,628
37189,628
37191,526
38001,120
38007,120
38011,463
38015,463
38017,463
38019,463
38021,120
38023,484
38025,120
38027,463
38029,463
38037,120
38039,463
38041,84
38045,463
38047,120
38049,463
38053,463
38055,463
38057,463
38059,120
38061,1
38063,1
38067,463
38069,463
38071,463
38075,463
38077,120
38079,120
38083,463
38101,463
38103,463
38105,463
39039,39
39041,39
39043,38
39045,38
39047,38
39051,38
39057,1
39059,72
39061,1
39063,0
39067,0
39069,34
39071,39
39073,72
39077,72
39079,38
39081,34
39083,72
39087,38
39095,38
39097,39
39107,38
39109,38
39111,127
39113,1
39115,0
39117,38
39119,89
39121,0
39145,38
39149,72
39151,93
39153,93
39157,39
39159,39
39161,38
39163,38
39165,0
39167,71
39169,0
39171,38
39173,39
39175,72
40003,349
40007,285
40009,226
40011,132
40013,250
40019,319
40023,237
40025,198
40027,197
40031,247
40033,222
40037,223
40041,198
40045,128
40047,251
40049,282
40051,253
40055,247
40057,401
40059,197
40061,223
40063,223
40065,349
40067,269
40069,223
40071,282
40075,132
40077,247
40107,252
40109,199
40111,88
40115,271
40117,186
40119,89
40121,213
40129,252
40143,95
40145,212
40153,88
41001,454
41003,189
41005,161
41007,402
41011,459
41015,454
41017,454
41019,459
41031,209
41033,160
41035,174
41037,155
41039,155
41041,142
41043,161
41045,172
41049,153
41051,161
41053,161
41055,155
41059,454
41061,157
41063,161
41065,52
41071,459
42001,120
42003,120
42021,120
42023,121
42025,0
42027,120
42029,0
42031,120
42033,0
42035,120
42037,0
42039,120
42041,120
42045,0
42047,98
42049,120
42051,120
42053,231
42055,0
42061,120
42063,120
42069,120
42071,0
42079,120
42081,0
42083,0
42085,120
42087,121
42101,86
42103,85
42123,99
42127,98
42129,97
42131,112
42133,99
44001,1540
44003,451
44005,419
45001,167
45003,166
45005,608
45011,659
45013,459
45015,459
45025,481
45033,167
45039,590
45041,459
45043,608
45051,167
45053,167
45055,659
45061,459
45063,459
45065,608
45067,608
45069,641
45071,641
46011,259
46013,258
46015,258
46017,258
46031,259
46033,260
46035,260
46037,259
46039,260
46041,259
46045,259
46047,259
46049,259
46051,259
46055,259
46057,259
46061,259
46063,258
46065,178
46067,260
46069,259
46071,260
46075,260
46077,260
46085,260
46103,260
46105,260
46107,260
46111,260
46113,260
46115,263
46117,263
46121,260
46123,260
46125,260
46127,314
46129,259
46135,260
47001,155
47003,175
47011,150
47017,150
47019,163
47021,136
47023,99
47025,166
47031,141
47033,141
47035,156
47037,136
47039,141
47041,142
47043,209
47107,83
47111,248
47115,70
47117,200
47119,198
47123,70
47125,69
47129,198
47131,198
47133,198
47135,200
47137,70
47139,127
47141,132
47143,248
47145,70
47147,131
47151,199
47161,83
47163,132
47165,82
47167,67
47175,66
47177,132
48001,433
48003,601
48005,601
48007,636
48009,865
48015,865
48017,865
48021,865
48023,435
48025,865
48027,326
48033,865
48035,583
48037,865
48039,433
48041,406
48043,583
48045,583
48047,435
48049,325
48051,583
48059,281
48061,281
48063,453
48065,628
48067,865
48069,865
48071,865
48073,865
48075,865
48079,326
48081,583
48083,865
48085,636
48089,865
48091,865
48093,865
48095,628
48097,325
48099,636
48101,769
48103,1846
48105,1109
48107,1868
48109,1867
48111,1543
48113,1867
48115,1920
48117,1729
48121,769
48123,769
48125,820
48127,865
48131,1757
48133,1488
48135,820
48137,1087
48139,1205
48141,820
48143,1204
48145,1489
48151,965
48153,965
48157,1488
48159,1783
48161,1730
48165,1320
48167,1320
48169,1088
48173,1711
48175,1299
48177,1537
48179,1681
48183,1711
48185,965
48187,848
48189,1109
48191,1587
48193,1775
48195,820
48197,1513
48201,769
48203,865
48205,865
48207,769
48209,769
48211,865
48213,865
48215,742
48217,769
48219,865
48221,865
48223,865
48225,838
48227,865
48229,769
48231,769
48233,769
48235,865
48237,865
48239,865
48243,769
48255,769
48265,838
48267,769
48269,769
48275,769
48277,769
48279,769
48301,865
48303,865
48307,638
48309,638
48311,636
48313,636
48315,612
48317,638
48321,636
48323,865
48325,636
48327,636
48329,638
48331,865
48333,865
48335,914
48341,636
48343,636
48347,638
48353,1040
48357,1040
48359,638
48361,654
48363,654
48367,628
48371,654
48375,965
48377,914
48381,1269
48383,1040
48387,865
48391,1269
48393,1269
48397,865
48401,233
48411,607
48413,20
48415,320
48417,275
48419,202
48421,500
48423,521
48427,137
48429,746
48433,701
48435,303
48437,481
48439,946
48441,20
48445,20
48449,700
48451,878
48453,259
48455,628
48457,302
48461,324
48463,479
48465,20
48467,20
48469,202
48471,202
48473,749
48475,116
48501,749
48503,838
48505,451
48507,925
49001,657
49003,662
49005,662
49007,662
49009,662
49011,613
49013,657
49015,992
49017,992
49019,662
49021,999
49023,632
49027,662
49029,968
49031,723
49033,968
49035,613
49037,992
49039,633
49041,662
49043,633
49045,632
49047,711
49051,968
49053,662
49055,663
49057,633
50001,64
50003,45
50005,0
50007,45
50009,64
50011,0
50013,0
50021,45
50023,45
50025,53
50027,0
51001,0
51003,0
51005,0
51007,0
51009,0
51011,0
51015,0
51019,0
51023,0
51025,0
51027,0
51029,0
51031,0
51033,0
51035,0
51036,0
51037,0
51041,0
51045,0
51047,0
51049,0
51051,0
51053,0
51061,0
51063,0
51101,0
51103,0
51105,0
51109,0
51111,0
51510,67
51520,53
51530,53
51540,67
51550,67
51570,67
51630,3
51640,14
51650,14
53001,1131
53003,1620
53005,1699
53007,1673
53011,1058
53013,1250
53015,950
53017,1546
53019,1081
53021,1409
53023,1124
53027,1488
53029,1546
53031,909
53033,1461
53035,1477
53037,1381
53039,1427
53045,1699
53047,1720
53049,950
53051,1546
53057,1035
53059,1642
53061,950
53063,950
53065,1088
53069,1621
53073,1124
53075,1340
54001,12
54003,546
54005,11
54007,96
54009,83
54011,546
54013,95
54015,476
54017,233
54021,549
54023,478
54025,549
54027,329
54101,235
54103,1
54107,252
55001,563
55003,549
55005,368
55007,74
55009,547
55011,448
55013,229
55017,266
55019,655
55021,648
55025,391
55027,479
55029,205
55031,572
55033,572
55037,74
55041,512
55043,501
55045,227
55047,549
55049,556
55051,128
55053,655
55055,638
55057,718
55063,76
55065,572
55067,76
55069,151
55071,563
55073,306
55075,709
55077,638
55078,291
55079,291
55083,634
55085,634
55087,648
55089,549
55101,709
55103,709
55105,709
55107,709
55109,709
55111,709
55113,709
55115,709
55117,709
55119,709
55121,638
55123,638
55125,709
55127,709
55129,563
55133,709
56001,88
56003,191
56007,52
56009,88
56011,631
56013,88
56017,321
56019,88
56021,111
56023,88
56025,88
56027,88
56029,52
56031,88
56033,88
56035,156
56037,88
56039,88
56041,88
56043,71
56045,123
72001,142
72003,1
72005,97
72007,178
72011,103
72013,218
72015,103
72017,177
72019,103
72021,76
72023,179
72025,141
72027,218
72029,0
72031,116
72033,218
72035,218
72037,103
72039,218
72041,178
72043,97
72045,178
72047,178
72051,76
72053,179
72055,2
72057,2
72059,77
72061,218
72063,142
72065,103
72067,177
72069,0
72073,2
72075,97
72079,103
72081,77
72083,179
72085,177
72087,103
72089,103
72099,179
72101,76
72103,103
72105,103
72107,218
72111,178
72113,179
72115,179
72117,179
72119,179
72121,77
72123,76
72125,142
72127,218
72129,103
72131,178
72133,2
72135,219
72137,178
72139,77
72141,216
72143,177
72145,177
72149,177
72153,178
