fips,Total Households,0-10k,10-15k,15-20k,20-25k,25-30k,30-35k,35-40k,40-45k,45-50k,50-60k,60-75k,75-100k,100-125k,125-150k,150-200k,200k+
42095,195138,18103,22537,23846,22302,15526,11714,10919,9776,10857,14011,16249,12773,10211,5376,11405,126745
42089,91406,7884,10104,11453,11514,7919,5911,4666,4598,6451,7068,7866,7106,4132,2309,3758,60099
42091,500177,38687,52223,66202,77059,56387,39381,38749,39949,79947,42458,62340,58010,38647,26630,29343,387413
42103,52880,4592,6450,6916,6309,4567,3199,2728,2998,4312,4227,4800,3963,2477,1454,2541,34745
42127,58153,5249,6448,6621,5959,4020,3341,2796,3017,2924,3725,3815,2910,1531,867,1274,36432
42069,160735,16211,17676,17279,15382,10426,8344,7489,7082,5895,8839,9757,7785,3471,1938,1934,99845
42115,46118,4448,5127,4825,4110,2934,2443,2127,1999,1565,2583,2564,1744,706,419,412,28030
42131,35552,3155,3883,4034,3738,2441,2061,1817,1677,1194,2266,2497,2099,892,511,444,23049
42101,470035,70257,62999,70730,68242,48343,32873,27706,24997,258377,83765,71577,52695,53807,43721,65514,316300
42191,4517,345,450,565,625,556,349,407,631,865,352,513,437,396,282,358,3870
10003,204750,17184,23100,29510,33343,24390,16837,15055,13892,45318,20525,26298,24464,18125,11592,15509,152438
10005,98887,9232,11561,12324,11308,7995,6451,5377,5325,14123,9226,8977,6947,4541,2670,3589,65577
10001,53448,4895,6511,7031,6534,4609,3537,2950,2761,8944,5048,5081,4194,2366,1601,2033,35403
11001,120378,18163,17575,23484,26763,22890,16182,13969,16505,146088,37829,27237,22506,25018,22592,32164,104219
24017,40555,3299,4573,6460,8459,6977,4507,3170,2342,13175,4839,5562,6382,4454,3005,2560,32419
24033,126856,20476,23745,35580,44368,39504,24411,17076,13548,176442,22917,28588,23666,24986,21986,31439,102486
24037,44969,3568,5529,6771,8401,5653,3879,3389,2754,9160,5055,6702,6279,4720,2801,3706,34364
24009,27960,1786,2743,4009,5882,3749,2539,1876,1718,4382,2533,3598,4828,2809,1929,1361,22498
24031,299475,24183,32688,46544,60335,50980,39117,39560,39700,102379,30734,65749,44126,43027,34580,53628,258027
24003,208157,15383,21937,30864,37012,27574,18191,17117,15385,42112,20900,28647,29234,21623,13530,17527,162167
24027,111634,7270,11464,16093,21155,16221,11365,10437,8668,20688,10314,17733,17020,12336,8765,8913,91452
24083,8856,938,1065,1601,1851,1393,1111,790,548,3775,807,1720,1140,1096,732,925,6810
24021,80744,5403,8097,11027,12999,8723,5610,5397,4929,5599,6470,9324,10370,6114,3431,3148,61719
24081,2618,214,322,500,844,585,354,475,344,1362,289,993,479,311,274,416,2226
24025,96212,7891,11046,15093,18022,11647,7907,6262,5992,25303,9846,12437,13113,7873,5505,5068,73429
24001,63945,6201,7188,6759,6985,4525,3586,2898,3177,3172,4150,4146,4025,1864,1229,989,41043
24005,449502,42429,52243,65849,70952,51052,35483,29268,30497,133657,47145,56262,50690,33873,25219,25143,330878
24013,84218,5654,8565,12026,13814,9507,6368,5326,4945,6044,6805,10313,11203,6764,3760,2967,65265
24063,24745,1553,2801,3888,4048,2560,1820,1633,1480,2011,2538,3358,3467,1812,863,684,19233
24510,335129,40429,44234,53345,52847,38100,25233,20458,20397,193793,59138,48689,40918,29776,25142,24560,238556
24015,58818,4617,6480,8028,8340,5330,3641,3185,3016,4110,4899,6149,6324,3117,1586,1364,41920
24514,14196,1922,1938,2988,2571,1654,1077,694,688,10715,2425,2068,2002,1313,1357,1006,10120
24570,5117,1178,1471,2022,2407,1838,1062,419,519,14758,1678,1388,1200,1260,1521,1324,4414
24050,41364,3292,4355,5523,5862,3989,2973,2980,2864,4495,3537,5336,4454,2709,1696,1713,30938
24023,31806,3416,3863,3067,2793,1893,1571,1190,1283,911,1863,1557,1144,479,282,227,19089
24041,17562,1523,1858,2194,2145,1435,1174,1028,1414,2778,1560,1697,1480,914,663,620,12753
24035,21935,1735,2508,3019,3425,2001,1543,1279,1415,2872,2238,2460,2737,1459,916,805,16597
24019,14077,1511,1633,1833,1750,1126,739,701,717,3866,1632,1394,1141,599,421,498,9230
24029,11074,1058,1300,1474,1341,878,695,524,692,1957,1080,1121,870,553,314,295,7612
24047,31259,2857,3487,3755,3773,2339,2031,1730,1893,5064,2856,2848,2568,1235,1006,842,21215
24011,10892,1167,1432,1164,1259,824,650,582,523,1772,1142,902,746,428,232,304,7011
24043,93194,8270,9832,11459,12186,7840,5513,5517,4347,5574,7067,8609,8044,4272,2384,1986,64006
24014,9645,474,924,1264,1945,1344,755,741,674,472,835,1212,1708,1085,599,508,8287
24045,18684,1889,2196,2582,2407,1652,1284,1063,972,5407,2115,2233,1796,1082,763,945,12786
24039,9333,1238,939,1212,828,753,467,509,474,2929,1012,980,630,430,371,332,5973
51059,272195,16233,25274,36152,48985,42363,33073,37975,35250,40477,25796,59671,41170,40226,31176,48451,239347
51153,53097,4215,6168,9013,11719,9478,6560,5224,4241,17675,6079,8860,8381,7363,5173,7297,42249
51600,36071,2155,3299,4896,6448,5881,4639,4981,3951,3669,3339,8985,5589,5458,4136,5629,31330
51610,38643,2648,3855,4890,6623,5398,4062,4828,4546,5824,4184,7602,5479,5170,3980,6749,32387
51107,5167,60,149,297,527,571,642,927,1906,213,188,835,536,490,688,966,6468
51053,25677,2499,3224,4400,4761,3582,2514,2371,1905,14403,4449,4977,3853,3330,2772,2859,20404
51013,83032,6143,9029,11410,13737,11428,9639,9575,8826,11987,8384,16152,11293,11637,9211,15951,66630
51510,74814,6070,8832,11165,13628,10805,8328,8553,8445,20063,8824,13664,10415,10981,8396,14145,59604
51177,26183,2361,3044,3357,3655,2373,1763,1615,1379,4276,2421,2575,2433,1410,947,1178,17928
51179,37395,2810,4059,5563,6928,4690,3230,2747,2029,6167,3346,4722,5255,3178,2312,2268,28495
51197,37861,4179,4078,4149,3397,2480,2050,1857,1798,3222,2352,2350,1547,879,681,859,23409
51630,9921,1010,1199,1199,1095,876,631,573,499,1821,791,793,634,519,412,634,6423
51033,8551,598,1121,1185,1321,883,617,616,490,2717,1094,848,878,503,343,347,5906
51133,5650,597,728,670,614,442,389,320,304,1378,781,541,421,207,215,130,3877
51137,30479,2893,3426,4049,3797,2436,1887,1738,1782,4745,2721,3124,2468,1283,882,1004,20718
51057,3932,378,556,572,535,395,227,195,243,1590,545,495,356,247,230,142,2674
51193,11739,1494,1418,1490,1229,737,565,542,513,2490,972,1106,782,339,413,296,7423
51099,6662,491,862,821,1166,728,419,524,377,1452,747,643,915,459,358,280,4878
51159,8717,1576,1391,1597,1478,1164,579,474,430,9676,2248,1345,1214,1582,1312,1427,5852
51103,6235,515,641,731,759,646,422,307,327,1577,804,591,584,378,304,190,4337
51083,24685,3119,2832,3047,2979,1999,1277,1228,1347,8633,2968,2249,2015,1150,863,749,15806
51097,5469,559,687,894,705,501,395,275,345,2197,727,662,583,289,358,256,3710
51069,27777,2340,2805,3735,3127,2185,1767,1435,1667,2104,1930,2651,1865,1081,655,933,18175
51840,14227,1306,1278,1887,1513,1220,908,709,840,1359,791,1251,795,584,460,724,8964
51187,20191,1758,2237,2234,2322,1625,1317,982,1090,1315,1564,1569,1493,604,383,367,13187
51043,6007,477,653,770,780,663,351,341,288,531,600,569,533,375,142,224,4216
51171,28555,2668,3141,3172,2768,2053,1750,1554,1550,1499,2000,1984,1396,804,412,535,18263
51157,3299,298,317,367,440,293,190,172,232,247,266,243,305,134,86,80,2291
51061,8265,746,920,1234,1037,809,495,580,543,878,798,1078,828,563,302,295,6119
51139,21903,2326,2335,2163,2079,1349,1167,1068,1020,1165,1341,1153,857,429,260,208,13393
51047,16774,1478,1712,2282,2376,1443,1020,880,1145,2770,1444,1743,1663,889,647,650,11522
51113,24487,2366,2645,3192,2912,2020,1353,1291,1490,3778,2147,2291,1869,1063,732,743,16303
51165,53404,5080,5839,5952,5512,3694,2990,2939,2591,2689,3468,3849,2895,1615,971,1391,33849
51167,50483,5805,5528,5011,4616,3272,2418,2150,2068,1985,2580,2453,1979,1182,834,1120,30380
51660,14580,1569,1779,1571,1675,1009,770,730,599,739,914,1063,910,653,456,857,9152
51015,52942,4880,6001,6390,5687,3817,2938,2842,2417,4057,4096,4208,3108,1544,940,776,34389
51003,58922,5843,6257,7256,7060,5077,4029,3726,3668,8487,4727,6225,5211,3165,2301,2464,41086
51540,61054,6233,6498,7370,7131,4713,4129,3570,3329,8724,4860,6101,4732,2866,2455,2369,41122
51125,15885,1616,1804,1816,1856,1307,892,965,744,2755,1563,1291,1195,615,375,423,10504
51009,16587,1591,2043,2026,1892,1053,1062,872,916,3333,1672,1421,1153,507,556,442,10702
51079,11814,940,1308,1612,1388,961,847,783,693,1010,1001,1265,941,568,334,346,8295
51065,17841,1685,2072,2175,2219,1677,1183,1032,1035,3077,1698,1593,1670,779,518,520,12402
51109,18510,1877,2137,2232,2328,1731,1135,1080,1078,3876,1872,1596,1582,840,548,596,12718
51820,18092,1672,1899,2314,1896,1337,989,839,958,1473,1301,1256,1055,618,346,445,11484
51073,17414,1592,2002,2248,2398,1286,1149,949,993,2384,1637,1813,1622,623,521,430,11881
51007,4959,417,654,674,637,448,354,258,317,1560,564,467,495,274,234,152,3446
51029,18666,2013,2389,2286,1956,1547,1058,832,844,4920,2319,1668,1296,827,577,446,11966
51085,38597,2563,4362,5864,6483,4614,2767,2374,2269,5622,3858,5277,5057,2918,1358,1338,29071
51101,4883,424,647,823,687,581,342,277,256,1148,815,703,507,345,231,133,3602
51127,21316,1406,2448,3278,3475,2136,1483,1272,1241,2565,2151,2876,2555,1173,604,518,15715
51142,294,34,21,59,52,24,29,18,17,88,29,61,51,13,19,6,245
51115,5252,307,592,735,817,395,261,256,319,629,508,563,514,153,149,97,3595
51049,7068,760,1022,913,772,673,458,252,310,2539,1111,684,486,438,306,187,4627
51036,9547,980,1350,1851,1816,1379,924,570,582,5819,1578,1263,1095,637,567,565,6693
51119,5886,576,663,696,591,508,439,269,352,1121,564,546,409,217,215,154,3906
51075,47850,3591,4786,6730,7551,6299,4019,3594,3627,7963,4264,6613,6066,4222,2539,2587,38053
51087,119811,10803,14579,18550,19263,14597,9960,8821,8359,47275,15813,16782,14201,10011,8041,8035,89029
51145,10893,862,1039,1514,1723,1111,690,705,783,1822,987,1182,1398,715,516,304,8040
51041,130853,11698,15656,20990,22863,16324,11028,9029,8781,47159,15662,18388,17122,12011,8774,9205,97957
51004,11485,595,825,1418,2111,1559,1321,1265,1268,1005,709,1657,1887,1275,1060,876,10620
51095,18926,1499,2162,2174,2616,2172,1361,1473,1440,3223,1845,1885,1894,1617,919,1069,14671
51199,57776,5265,7320,8508,9341,7562,4273,3867,3742,18846,6423,7431,6286,5123,3582,3903,42466
51830,17265,1363,1942,1980,2342,2037,1264,1295,1339,2685,1591,1695,1718,1524,841,995,13464
51730,15161,2219,2261,2879,3058,1896,1350,1045,879,15072,3582,2483,2087,1748,1758,1712,10488
51760,121224,13903,16296,19357,18938,14290,9569,7973,7696,70724,19303,16141,13774,11008,10025,10443,84380
51750,46513,5352,5618,6781,6488,4952,3241,2812,2593,14905,4771,5080,4512,3037,2506,2768,31827
51008,8372,797,1213,1620,1489,1165,859,489,486,4843,1316,1065,901,561,469,501,5830
51001,17503,1890,1921,2256,1738,1392,1119,770,812,4874,1946,1477,1174,923,647,894,11024
51093,15488,1488,1938,2403,2517,1505,935,846,883,5894,2304,1987,2059,1195,752,609,11067
51131,5078,505,589,697,559,382,273,321,279,2231,839,642,471,328,219,304,3317
51550,66834,5522,8426,11443,11750,8368,4831,4661,4401,21855,8286,10229,8552,5518,3425,3373,49786
51650,52109,4975,7193,8458,8686,6592,4031,2926,2971,25305,7030,6851,6076,4039,3812,3290,36362
51800,22676,2241,3288,3641,3780,2505,1700,1481,1492,13351,4753,3474,3061,2055,1534,1404,16710
51810,166327,13879,19399,24345,25195,18009,13368,12403,11876,34963,16274,23266,17100,11010,9306,10015,120265
51710,72891,8718,9659,9731,9609,7042,5548,4697,4458,38222,12753,10247,7818,6317,5748,6098,48952
51700,49561,5333,6596,7412,7131,5074,3712,3216,2846,24752,8776,7404,5484,4103,3402,3980,33918
51100,14929,1560,1986,2403,2422,1941,1062,1006,808,5414,1799,2394,1560,1408,985,1228,10549
51735,5376,277,611,738,911,516,421,319,298,199,467,688,719,351,252,179,4066
51740,29871,3508,3913,4951,4305,3181,2240,1836,1637,19386,5327,4213,3663,2491,2362,1958,20286
51149,31697,3899,4462,5077,5293,3643,2598,1914,1675,19672,5412,4165,3561,2726,2377,2453,21644
51025,11324,1392,1734,1774,1487,1045,594,659,557,7412,2381,1326,1068,854,606,705,7412
51111,12649,1576,1581,1586,1302,951,667,623,552,5086,1867,1269,1008,592,398,552,8047
51135,6720,910,987,923,666,544,322,311,271,2804,1002,658,548,389,196,203,4396
51175,12522,1315,1719,1858,1835,1118,688,734,718,7576,2573,1602,1497,932,705,699,8541
51570,11991,873,1179,1557,1808,1307,864,733,641,1870,1032,1292,1218,703,275,303,8282
51579,11991,873,1179,1557,1808,1307,864,733,641,1870,1032,1292,1218,703,275,303,8282
51183,8871,1021,1146,1469,1265,933,564,530,464,6340,1920,1190,984,746,588,560,6071
51181,1827,252,227,353,313,231,117,87,133,1404,322,299,276,149,111,151,1324
51081,4104,511,577,708,563,433,227,234,200,2972,789,521,392,321,237,281,2708
51595,3873,459,562,695,535,397,219,224,193,2852,782,494,359,321,229,266,2556
51620,4390,437,613,558,672,391,280,240,279,2619,1023,573,616,365,274,197,3085
51670,11535,1239,1545,1374,1408,1197,750,531,585,3731,1660,1062,859,705,433,537,7547
51147,9011,1042,1244,1058,889,738,582,420,479,3420,1370,833,737,574,347,262,5902
51117,14752,1751,1591,1656,1800,1172,922,774,684,5018,1715,1387,1214,799,479,592,9518
51037,15469,1938,1779,1913,1526,1020,816,693,692,4367,1659,1155,1019,428,477,453,9568
51011,11087,1304,1373,1417,1349,765,575,490,601,4307,1715,1144,1121,615,499,410,7302
51770,117565,10830,12650,13842,13557,9437,7324,6445,6499,16241,9986,9909,8557,4761,3427,2779,77449
51023,48239,4264,5477,6028,5701,3711,2776,2369,2427,4761,4012,3999,3572,1535,1038,813,31770
51161,101444,8611,10786,11966,11898,8000,6146,5810,5923,7823,7655,8317,7271,3609,2263,2116,67940
51000,11748,1610,1221,1160,1095,724,618,517,380,4225,1518,962,793,658,547,526,6872
51067,79237,7734,8851,9444,8636,5874,4502,4521,4149,10754,6411,6440,5004,3034,1931,2442,51798
51775,36856,2756,3870,4232,4769,3154,2361,2264,2256,2184,2827,3104,3043,1674,967,807,25564
51761,12399,1043,1527,1588,1769,1084,765,748,711,1325,1251,1325,1239,451,273,308,8822
51141,30727,3411,3143,3152,2797,1944,1487,1474,1354,2457,1719,1543,1022,666,344,576,18310
51089,40514,4866,4512,4914,4072,2878,2235,1985,1773,9525,3457,2970,2083,1761,1088,1615,24892
51143,54889,6591,6515,6929,6012,4248,2883,2630,2522,16593,6459,4874,3772,2483,1582,1717,34779
51155,35513,4260,3838,4002,3149,2036,1617,1492,1623,2313,2283,2484,1489,558,534,513,21784
51121,72558,8637,7606,8066,7083,4495,3438,3210,3152,4526,4140,5376,3906,1653,1516,1438,44972
51019,62869,5432,6423,7814,7802,4983,3950,3584,3402,6041,4937,5742,4836,2345,1338,1233,42835
51163,24255,2648,2511,2561,2154,1612,1237,1255,1275,1562,1495,1624,991,599,336,229,15166
51045,4704,348,461,575,525,299,258,212,262,166,267,340,254,86,61,42,2962
51063,25390,3185,2651,2610,2283,1487,1310,1058,983,1519,1511,1519,1037,364,408,371,15388
51005,17437,1722,2092,2004,1633,1045,974,771,742,1462,1323,1216,750,353,184,147,10909
51071,13821,1306,1503,1515,1325,827,672,626,676,505,842,868,506,203,112,104,8459
51035,36173,4319,4011,3488,2831,1968,1816,1615,1692,1589,1963,1538,902,498,306,535,21362
51690,15181,2020,1787,2033,1598,1195,891,669,676,5564,1654,1479,1000,866,549,760,9602
51021,7750,871,711,781,668,490,423,335,332,301,394,435,203,127,22,34,4625
51169,28358,3494,2816,2727,2235,1653,1250,1168,1089,1074,1312,1132,655,334,144,197,16302
51191,40571,4302,4421,3866,3305,2366,2051,1880,1826,1622,2201,1906,1231,555,437,365,24065
51520,12102,1340,1260,1085,1077,567,662,595,437,611,571,532,366,143,154,142,7060
51195,32503,4049,3614,3085,2556,1637,1367,1370,1147,1122,1446,1288,914,308,232,259,18813
51051,21016,2533,2297,1790,1484,1184,906,844,716,472,794,560,354,155,112,117,11692
51105,26953,3910,2722,2610,1893,1391,999,1006,836,742,1052,1061,637,234,213,169,15408
51091,4501,589,471,360,297,283,195,230,154,176,183,150,81,25,26,29,2596
51027,26824,3652,3024,2326,1947,1355,957,944,862,810,1038,690,619,167,127,103,15093
51720,4514,656,503,413,303,229,170,184,155,228,180,202,133,78,46,49,2609
51725,4514,656,503,413,303,229,170,184,155,228,180,202,133,78,46,49,2609
51077,23391,2994,2587,2060,1902,1371,1120,991,1067,1317,1285,874,612,388,199,409,13747
51173,31516,3321,3304,3119,2614,1949,1743,1244,1396,1257,1765,1416,894,418,226,213,18733
51185,34451,3864,3421,3373,2908,2161,1734,1332,1293,1509,1710,1297,919,435,347,232,20052
51790,19365,1892,2186,2331,2063,1313,1140,1028,798,1987,1571,1498,996,534,530,334,12352
51017,3458,356,364,360,298,270,260,161,156,236,279,224,138,53,15,45,2205
51580,9511,932,1179,1006,926,602,528,448,434,739,756,717,495,187,100,107,5997
51031,61010,6323,6774,8029,7076,4847,3710,3122,2838,13513,6136,5843,4734,2642,1800,1628,39645
51680,38729,4117,4264,5017,4541,3235,2471,2054,1811,9640,4225,3818,3168,1893,1431,1297,25595
51515,9693,923,982,1128,1121,790,508,466,426,1456,857,784,603,339,217,135,6218
51014,14649,1705,1918,2066,1647,1180,760,744,506,5109,1915,1506,1105,686,512,436,9248
51590,28422,3357,3625,3761,3098,2313,1609,1323,1127,10055,3816,2803,2267,1500,993,1007,18190
51780,5523,747,686,712,567,508,274,279,297,2436,847,597,507,214,289,221,3580
54055,45159,5623,4596,4300,3723,2441,2058,1877,1766,2840,2076,1944,1469,549,475,392,26186
54109,22195,3121,2211,2212,1669,1081,796,832,618,506,739,770,570,188,134,67,12637
54047,20664,3534,1889,1751,1317,901,704,663,568,1687,875,663,405,171,209,136,11203
54045,28802,3654,3120,2919,2321,1549,1004,1071,960,950,1237,1268,859,328,201,279,16530
54059,20181,3352,1937,1699,1388,971,673,715,647,795,706,723,461,164,182,132,11374
54025,31729,3957,3255,2705,2557,1802,1458,1433,1131,1363,1464,1125,804,362,350,313,18314
54063,15869,1790,1722,1348,1385,867,764,701,643,652,756,617,460,125,190,86,9265
54089,14857,1864,1698,1396,1118,779,652,440,421,504,601,457,295,132,107,57,8378
54075,9802,1050,992,875,724,587,566,475,340,217,412,342,254,114,79,53,5600
54019,38694,4894,4223,3710,3025,2263,1707,1430,1231,2101,1860,1641,1034,461,368,345,22261
54039,136250,14650,14440,14642,13750,9571,6979,6252,6207,10098,9054,8678,7135,3501,2686,1704,85613
54043,29024,3749,3065,2739,2789,1861,1268,1232,1012,957,1445,1418,1314,695,290,306,17754
54087,22270,2525,2393,2251,1967,1454,864,893,788,624,1007,959,770,357,143,140,13083
54081,52943,6133,5788,5685,4674,3073,2458,2122,1908,3905,3035,2880,1982,956,672,550,31436
54005,29833,3629,3231,3353,2624,1741,1321,1205,966,967,1482,1670,1278,495,340,245,18010
54079,39364,3818,4202,4357,4083,3003,2160,1936,1829,1537,2526,2709,2394,1203,509,507,25445
54015,12930,1750,1555,1052,934,676,560,433,351,214,556,434,290,95,94,16,7308
54067,22147,2710,2208,1988,1804,1139,1007,850,895,533,745,852,531,170,139,114,12674
54007,16973,2146,1769,1604,1285,947,816,602,489,433,646,561,386,144,115,107,9651
54053,27034,3392,2855,2617,2078,1488,1326,1108,1058,878,1262,1366,789,272,170,156,15953
54035,23790,2473,2800,2313,1812,1437,1069,1237,1016,748,1354,1084,810,327,178,84,14228
54013,6463,849,795,533,461,320,288,196,153,101,252,215,133,43,39,48,3569
54105,34835,3904,3662,3289,3081,2001,1794,1591,1298,1077,1543,1585,1305,461,396,332,20454
54021,20613,2736,2153,1843,1656,1050,952,710,645,859,789,739,537,132,159,159,11650
54037,33984,3212,3679,4108,4134,2496,1995,1643,1630,3009,2525,2939,2506,1141,983,599,22277
54003,46897,4592,4753,5615,5182,3153,2765,2411,2365,3355,3495,3844,2748,1194,887,782,30074
54065,15404,1603,1544,1631,1567,1009,824,866,670,708,920,1001,683,321,153,149,9641
54027,18306,2038,1852,1931,1523,1014,994,830,778,687,1072,981,574,165,144,157,10918
54011,79399,9831,8155,7782,7067,4752,3692,3450,2993,3580,4182,4213,3336,1350,1081,922,47461
54099,44759,5858,5017,4077,3730,2369,1890,1643,1566,1175,1981,1969,1438,521,315,266,26128
54195,3845,680,303,328,266,223,129,140,137,315,213,226,147,52,62,44,2190
54051,51387,6061,5852,4953,4724,2971,2394,1988,2201,2258,2967,2691,2223,800,515,514,31219
54069,34462,4154,3900,3196,3235,1974,1693,1405,1561,1821,2141,1915,1530,580,379,399,21173
54009,30131,2889,3206,3336,2791,1995,1634,1460,1279,1468,1705,1788,1308,475,343,246,18530
