fips,Total,Cash,0-100,100-150,150-200,200-250,250-300,300-350,350-400,400-450,450-500,500-550,550-600,600-650,650-700,700-750,750-800,800-900,900-1000,1000-1250,1250-1500,1500-2000,2000+,No Cash,Median,Aggregate
72001,298610,4609,57,10,37,6118,5620,270619,6,1520,137,1649,218,187,149,191,842,503,1854,1819,427,1093,528,417,60133,228
72003,1963317,67854,475,5510,170,158324,58949,1564723,43229,7420,996,9705,1716,1423,2151,1228,3772,1291,10768,10968,4960,4530,1715,1440,353295,6027
72005,1517774,49863,383,975,149,131287,44747,1194610,47039,5584,832,7187,1441,990,1709,982,2905,1007,7936,7577,4027,3410,1736,1398,270980,6154
72011,573201,35315,2112,124,102,13988,30336,468600,2532,2301,122,2917,245,351,523,236,1738,822,3520,2895,1015,1764,824,819,104578,630
72013,1957382,86321,18526,5697,223,105985,56013,1604870,26080,6702,475,8201,933,1038,1323,809,4009,1481,10178,8628,2800,4411,1110,1569,360419,3905
72017,336486,23138,95,55,46,27755,12626,261505,0,1153,81,1573,117,129,361,149,1106,405,1944,1511,724,1159,403,451,58111,162
72023,1051982,58307,3846,4697,168,66404,37886,818134,32839,3138,262,3998,510,629,782,452,2265,1524,4875,4978,1433,2268,1353,1234,187447,4148
72027,697062,20301,177,93,65,36890,17906,595713,2214,2903,146,3543,386,377,623,345,1913,852,4056,3593,1119,2028,898,921,132786,686
72081,539558,6062,52,61,12,6211,6612,501100,6,2670,141,3002,306,453,397,328,1477,556,3392,3075,778,1303,636,928,111354,419
72039,326178,11289,87,30,41,10431,3300,290605,0,1307,54,1519,96,174,215,121,873,379,1801,1506,596,933,372,449,64566,192
72051,706278,58150,3481,3809,109,71572,22282,449728,82131,1342,96,1971,184,294,577,252,1247,704,2853,2131,919,1356,510,580,111712,9325
72651,706278,58150,3481,3809,109,71572,22282,449728,82131,1342,96,1971,184,294,577,252,1247,704,2853,2131,919,1356,510,580,111712,9325
72055,338185,12203,2281,27,88,28515,9220,270000,1800,1487,192,1866,272,205,350,183,1145,702,2490,1971,807,1147,475,759,60285,431
72054,207476,2871,2429,6320,22,912,3110,184000,0,784,93,920,159,145,150,147,524,366,1307,1701,304,434,409,369,41588,126
72059,252202,6382,46,26,21,30729,5515,199000,300,1033,130,1419,193,185,405,158,800,302,1657,1378,674,1006,389,454,44277,199
72065,595532,18311,149,64,37,22333,13027,505007,17519,2453,150,2969,285,467,585,328,1498,626,3300,2880,879,1482,522,661,114208,2338
72067,347699,15177,74,66,47,30553,5110,285635,2123,954,86,1224,166,172,355,149,722,551,1359,1183,461,738,337,457,63747,396
72071,844067,23460,1231,143,88,46420,34215,694234,20822,2908,255,3538,439,416,713,400,1619,667,4383,3686,1282,1756,629,763,156592,2771
72073,285029,11787,475,16,37,6706,3413,249311,2307,1355,154,1600,278,214,287,133,803,429,1844,1539,459,963,514,405,55697,476
72079,414187,22531,100,8744,64,28471,13224,324905,2215,1551,105,2027,222,230,432,173,1165,490,2307,2232,741,1251,464,543,73552,482
72083,162887,5151,41,18,11,1810,8600,140200,14,857,30,1011,70,122,109,77,597,339,1128,1039,288,611,414,350,31300,128
72145,1050952,25515,300,238,140,19693,23355,940417,14826,3628,226,4256,539,584,698,524,1915,745,4871,4126,1185,1867,620,684,211024,2225
72095,205232,38685,337,5106,80,2821,6311,145006,0,497,44,878,110,95,159,56,664,369,1068,1198,537,560,286,365,32488,75
72113,282520,11854,71,60,72,4171,14411,232307,7518,1273,193,1722,255,189,321,140,1197,509,1869,1646,701,1141,451,449,52507,1033
72099,815203,35961,126,193,134,26621,39050,654437,32245,3206,527,4113,714,524,752,385,1729,632,4578,4086,2203,1973,572,442,150589,4093
72101,1117214,57181,312,302,263,11678,79687,932372,7774,3427,311,4384,607,589,749,466,1690,638,4791,4732,1975,1991,697,598,208269,1389
72103,489613,53403,147,75,68,45368,12003,361005,3700,1403,186,1954,350,197,472,196,869,479,2271,2079,1084,1310,543,451,80671,624
72105,356514,10870,79,73,35,5949,13200,308411,5717,1592,114,1757,212,110,292,152,1148,541,2049,1841,459,1030,382,501,69208,877
72107,290028,6587,60,33,41,36831,3200,230300,1800,1192,87,1598,121,195,363,108,967,377,1866,1581,679,1222,377,443,51413,372
72109,342403,23352,36,94,73,22994,37703,240605,7203,914,162,1463,131,191,260,170,886,484,1603,1506,679,1059,380,455,54296,937
72069,1133086,130879,228,5964,237,87634,55704,785636,42131,2152,234,3336,357,426,813,389,2134,1164,4007,3582,1784,2146,1109,1040,180420,5007
72123,342956,39884,58,61,40,32859,2613,253105,2300,1236,98,1793,194,268,402,214,979,410,2004,1692,717,1261,336,432,56575,447
72129,773284,40598,6533,4052,91,67277,43644,591218,26,2126,145,2865,296,359,637,296,1369,573,3881,3272,1231,1581,507,707,131611,326
72133,306614,21960,51,4314,39,24988,7918,234906,625,1135,106,1685,255,177,446,200,864,335,1917,1852,901,986,463,491,52688,247
72147,141500,17647,16,34,22,9636,1000,104605,3100,490,26,677,41,71,120,67,580,232,855,625,367,629,327,333,23869,416
72149,250665,10594,51,25,39,9441,11605,206600,1811,1201,175,1539,288,151,256,147,837,406,1700,1573,647,881,276,422,46341,390
72151,495728,38178,5346,3390,105,52793,41629,335414,2706,1431,221,2262,230,215,565,184,1248,601,2986,2396,1214,1581,463,570,74869,512
72127,31878475,3018211,122415,191574,12773,2720540,1260534,22904039,1102940,54122,7417,81100,13573,11191,19963,10713,26880,15730,97191,90155,51990,37256,14280,13888,5243843,131091
72021,33877,0,12,0,6,6,6,6907,24612,138,8,44,13,26,0,65,766,108,73,101,6,28,102,850,4344,2753
72137,2174538,177896,15741,11570,450,182533,52915,1655413,39668,4168,348,5792,626,649,1528,743,2553,1242,7418,6194,2655,2703,881,852,373822,5056
25013,39512244,4104415,119022,499554,26620,4565481,1012721,7260333,21480395,48566,4891,24041,8646,7159,17213,8211,25427,56684,72579,35721,28645,24036,57289,24595,4562120,2394815
25003,13192795,390465,15709,574493,15762,194423,213663,425430,11191563,22297,2119,4028,3157,2780,2975,2981,20086,26935,25294,7961,3570,7173,27363,12568,1468480,1247308
25011,8881551,221475,44012,506569,4260,196963,172268,405995,7208113,13728,1353,2639,2015,1559,2097,1764,15452,17788,19579,5704,1904,7183,19140,9991,992651,803113
25015,11953358,299907,19639,599971,9461,259343,255162,502360,9868669,17774,1851,3740,2981,2360,2574,2098,15557,23811,20928,5457,2831,4834,23662,8388,1333737,1099393
25027,74909506,3287031,200387,2924421,47562,2843077,1906787,6360056,56503686,108292,13281,31650,18607,15125,19096,13283,61759,132210,131468,51662,23750,34626,134042,47648,8564914,6296400
25017,155907800,7880984,368840,12348716,69234,3893545,4681945,8362217,117044397,167159,24916,51183,34907,30957,29971,18826,69950,206781,197559,80628,36373,47782,197129,63801,17682201,13032262
25025,183099345,25864396,547894,13170854,66193,9166776,6582611,18231475,108278202,148013,25809,64101,36075,32009,40573,18867,46100,174399,188592,79758,79394,48168,158847,50239,21083779,12054386
25100,268195,9,9,21,12,23,12,0,265226,466,13,93,106,101,83,32,653,398,416,23,7,66,419,7,29538,29548
25009,75514683,2936659,213092,1811047,33778,5986075,2024902,10352912,51429709,95441,13894,35078,16937,14470,23919,12487,37082,109321,117982,55643,26177,33665,103046,31367,8604212,5729168
25021,53636130,3164938,131468,2888734,8985,1181281,1232204,2490335,42055294,63726,10154,18462,13044,10187,10599,7072,29945,82634,73995,30185,9961,18188,75322,29417,6030073,4683139
25023,19684814,289408,81567,112431,1649,231483,454482,155847,18116900,29907,4122,5853,4837,4381,3834,3789,24235,43034,36289,12144,1738,13549,40364,12971,2170729,2017786
25005,48732633,1784759,177517,1417470,7745,1669309,1306753,2090470,39740855,78147,9588,18407,12148,10480,12704,9038,26397,92556,92221,27555,12179,23199,91104,22032,5456119,4429466
25065,7844337,453275,8534,792633,192,169855,82132,233176,6065063,5517,1123,1772,1314,1514,1408,590,1462,7050,6456,1319,1125,1336,5924,1567,884152,674839
25125,9983146,479821,8615,855079,319,191341,123631,279031,7985989,8438,1478,2510,1852,1979,1863,890,2358,10471,9453,2569,1350,2297,9614,2198,1123223,888760
25030,2138809,26546,81,62446,127,21486,41499,45855,1920926,2921,355,738,538,465,455,300,896,3421,2997,1250,225,961,3690,631,239071,213921
25040,2138809,26546,81,62446,127,21486,41499,45855,1920926,2921,355,738,538,465,455,300,896,3421,2997,1250,225,961,3690,631,239071,213921
25050,1116504,212045,39,41076,81,52,8285,27635,814546,1286,178,345,287,123,154,218,874,2333,1151,1504,234,23,2345,1690,124744,90718
25033,306330,8430,0,7,26,9038,48,6142,275857,517,41,74,72,100,64,72,1344,1029,533,48,45,1475,479,889,33401,30732
25001,23343756,760417,169487,300142,6740,960917,791751,826792,19199542,37061,4381,8252,5232,4470,6463,5662,37184,51542,45452,24326,6402,21088,51062,19391,2597973,2139226
25007,4817701,128810,45487,105943,799,111815,163780,190995,4010782,7462,857,1835,1275,1131,1035,902,4815,9697,9435,2821,713,3242,10533,3537,539299,446914
25019,1330859,33720,40,10924,59,34233,65578,15456,1155560,1326,189,272,322,371,158,251,1155,2050,1264,1580,114,1804,2628,1805,146244,128614
44009,8003306,75298,100496,154363,1182,64029,120626,101379,7283893,12614,1399,2469,2011,1729,1370,1547,12070,15874,17672,6668,700,3581,17499,4837,881942,811351
44001,3170876,18935,7228,15319,512,12419,63361,67551,2946130,5568,573,1091,894,643,679,781,2114,6422,6746,2150,258,1420,7108,2974,353938,328321
44003,13069441,165452,47402,253549,1487,69482,204679,268671,11912888,22431,2099,3807,3534,3325,2836,2563,5905,26499,27212,7827,1212,4568,25472,6541,1455333,1327463
44007,66704183,4717820,413839,2010610,44130,5374069,2418152,8764250,42281995,89429,9093,31523,14689,13421,24503,12710,27214,103831,119705,43086,35648,31532,97090,25844,7646733,4713145
44005,9010675,495367,41216,297586,1151,199530,194873,331552,7361645,12646,1377,3135,1975,2143,2169,1709,4824,13675,14288,4665,2692,3711,13744,5002,1005491,820029
44020,2295417,85393,474,542,514,110490,63460,191063,1819829,3743,386,821,712,504,556,446,869,4254,4215,688,465,862,4124,1007,260960,202877
44119,1194604,10453,29124,35189,178,2823,31597,2827,1068827,1860,184,393,285,277,265,204,766,2583,2284,917,100,454,2444,570,131181,119075
44008,1428715,11803,6315,7964,138,9269,23604,18063,1335887,2160,128,330,315,343,374,278,725,2819,3009,857,98,853,2636,747,157938,148791
33011,34602941,837469,71401,1090236,22056,643699,549870,1429744,29613390,49407,6013,12004,8483,7690,6991,5251,26788,59207,54283,20123,6043,9809,56389,16595,3876677,3298537
33015,29280704,459359,55875,453672,18061,339300,399981,827263,26421120,43438,5242,9297,7625,7090,5120,4595,30267,51780,49395,14174,3342,7908,51126,15674,3262305,2942833
33013,20380865,389906,63912,433364,20858,170817,371948,451356,18259170,32601,3194,5546,5377,5183,4360,3182,17546,37130,38281,9724,3687,4087,40731,8905,2268330,2034274
33009,5662393,33136,30652,139765,882,38118,109705,65286,5139015,9751,913,1587,1588,1521,1296,1223,17186,15231,14346,8989,500,6240,18544,6919,622284,572719
33001,3715071,15132,11649,6732,770,9704,65589,24301,3524918,6949,539,1010,1081,999,796,955,10070,8478,7592,1147,262,1561,12202,2635,408443,392838
33003,2100411,10686,10073,2184,273,3023,54899,15484,1956180,4020,438,576,629,532,364,652,15768,4906,6282,1489,196,975,9219,1563,229915,218034
33019,2344802,16720,7200,44651,444,2552,28756,8564,2191590,4448,346,661,733,763,465,439,10230,6708,5553,2439,222,961,9069,1288,257096,244316
33005,5207676,15156,19382,35624,751,35284,32060,67702,4913955,9279,855,1285,1418,1309,1220,1209,16451,13245,12397,3946,372,3824,13203,7749,574210,547597
33007,1518607,580,7465,2466,189,110,11821,9205,1453623,3931,327,538,566,516,457,520,5569,4060,6142,1468,239,157,5849,2809,166443,162253
33031,3587311,89665,167,72218,379,16984,59847,56576,3258325,5382,808,1182,975,894,626,523,1530,5702,5231,1350,392,1141,6039,1375,398293,362926
33017,8798586,112811,48198,150455,1323,17579,142817,99409,8126752,14338,1276,2510,2435,2085,1667,1463,8174,18565,18235,3795,638,2035,17093,4933,974459,905421
23031,10978830,82538,36671,58256,1861,28002,118270,89752,10411718,20444,1681,3026,3188,2594,2415,2744,20390,25338,25134,5664,895,2881,29174,6194,1210710,1160355
23005,23666558,357821,153352,307857,26497,51986,280633,215612,22003173,40905,3805,5807,6815,5963,5179,4894,26025,48879,46547,10463,4491,4269,46490,9095,2615901,2451774
23023,2111828,20642,6216,23621,316,35869,31845,50820,1911140,3847,292,683,553,519,639,675,4867,4364,4554,1558,230,1363,5642,1573,232849,213022
23017,1911355,572,8263,18686,301,201,23755,6311,1802794,4953,405,643,768,560,565,881,13822,5145,6321,3691,323,299,9294,2802,208222,201194
23001,7834454,94850,39994,24532,1190,22043,97088,51461,7392128,16978,1280,2602,2728,2496,2357,1915,8968,20421,20613,3241,1164,1684,20509,4212,861302,824538
23007,1158648,1608,3592,249,162,111,12085,7869,1105037,2849,194,269,453,329,285,477,6308,3581,4064,411,105,160,6229,2221,126854,123284
23011,6044820,27415,19617,35052,1025,4951,92790,27080,5736547,13839,956,1888,2007,1762,1495,1733,13609,17368,17477,3302,661,1055,17347,5844,663221,639880
23015,1061926,3586,3738,2818,258,200,6749,69,1015995,2179,153,248,288,256,290,391,12328,2844,2834,1554,68,44,4876,160,116015,113259
23027,1522735,1666,30475,2331,255,1267,23442,9145,1413585,3413,286,466,423,500,317,644,10851,4111,7425,1065,185,378,7443,3062,166320,157647
23019,7916855,82075,106350,66631,1540,24960,82842,67959,7339568,17539,1105,2323,2313,2283,2034,2321,21560,23418,26554,5905,1274,4203,24027,8071,871153,818598
23021,683500,2456,9571,3524,66,64,3457,3934,639432,1989,100,205,226,261,257,417,5882,3181,3977,915,118,205,2351,912,74542,71402
23009,2563365,15810,14285,13134,439,5542,22220,11150,2408684,5690,408,665,664,626,768,1124,22536,9149,7585,4672,255,1735,11320,4904,279615,268587
23029,1043443,10491,34356,13291,176,4509,15637,13717,909745,2787,156,316,336,365,418,655,11644,5813,5071,2765,247,1654,6433,2861,113510,101569
23003,2729067,9950,55789,38743,231,4919,24232,16097,2505373,7916,570,996,988,926,1163,1538,14937,9934,10351,5319,740,2089,11886,4380,297357,279810
23025,2463230,17067,17217,4053,397,7940,10796,19898,2323971,6275,356,827,830,673,643,1080,15015,10002,8938,1523,305,1914,8531,4979,269883,259306
23013,2060084,5355,3165,8723,393,1217,6916,8884,1986781,4388,277,455,698,610,476,698,10383,5588,5286,1629,128,346,6151,1537,226288,221507
50005,2094115,26855,16699,7635,349,2636,46743,12513,1935079,4572,388,507,588,555,577,748,11508,5813,6488,1765,189,1169,7789,2950,229494,215793
50027,4384895,39262,40482,33526,614,10581,80792,42390,4041727,8651,764,1195,1251,1061,1077,1107,21914,11971,13909,5358,346,1821,17331,7765,481215,450563
50017,2720499,16314,20301,5216,408,4853,28345,34799,2547304,5562,403,783,860,851,730,619,18481,9593,8212,1589,177,1145,9418,4536,300771,284029
50025,3103913,46651,18836,23398,5948,9265,52480,30386,2848764,5898,419,835,806,814,681,946,15561,9426,8137,3564,901,2811,11445,5941,341133,317556
50003,2203166,13177,16307,26981,352,4078,36138,37272,2022309,4191,379,583,584,463,447,700,10804,6793,6692,2939,178,1163,5892,4744,243771,225411
50021,3955400,15226,31999,13295,816,7916,53046,36767,3716613,7918,452,1077,1060,1055,896,1157,16693,11603,13345,2824,268,2224,14213,4937,434813,414322
50007,14145415,213243,63497,323678,5809,63359,191702,184361,12938868,21652,2062,3331,3178,3335,2810,2350,15201,26019,27043,9107,1720,4415,28618,10057,1565598,1441177
50013,273529,31,1634,27,29,41,7246,1727,253733,487,44,86,83,51,62,82,3514,473,1309,73,13,18,1876,890,29931,28270
50011,2508129,5335,49743,7621,449,2659,53658,9206,2331728,4736,360,776,693,697,547,638,8694,5793,8563,2367,139,614,9776,3337,274683,259906
50001,2029238,5386,4140,10972,420,3475,34383,7064,1916765,3948,235,537,662,546,395,637,11975,5493,4895,4373,101,1702,8774,2360,221835,213649
50015,1471134,2668,3667,5708,217,898,44493,11742,1370815,2619,207,346,390,392,374,408,7228,3134,3456,1970,112,423,7558,2309,161821,152763
50019,1159972,2302,14951,5313,172,121,20318,3560,1076141,2808,197,333,355,302,306,514,12116,3914,5643,1769,93,107,7339,1298,126045,120060
50023,3748191,23644,33471,20270,569,4371,45727,36123,3515398,7279,524,1054,997,1123,967,787,13082,11145,11712,4129,226,1912,10038,3643,412900,391893
50115,243778,41,5271,53,62,27,5042,11,228918,511,33,74,76,65,78,75,512,522,1394,59,28,34,868,24,26622,25527
50009,192716,871,2059,1137,27,2224,7320,1305,163606,455,29,60,56,51,65,97,4648,840,1448,612,27,1873,2477,1429,20321,18258
9003,96791415,14052054,254404,2587636,61288,8297347,2810269,13946855,53914614,100930,14506,44404,18675,15946,28916,13811,53084,122202,128304,65550,55427,43116,116234,45843,11155126,6006170
9005,14845379,610508,43848,221496,2007,308165,251165,750795,12454321,22885,2621,5022,3837,3087,3241,3713,32401,31262,28977,12532,2605,7746,28467,14678,1675330,1387638
9013,19626781,1194526,48351,757426,15473,796167,378079,1362950,14877614,25682,3151,7728,4713,3841,4653,2913,13843,30652,32221,11998,6543,7767,29970,10520,2214644,1657242
9015,13157888,414719,40588,360454,15173,536190,348476,893853,10377530,20165,2028,5189,3341,3074,3458,2708,19432,26003,25372,9787,4809,6805,29273,9461,1475966,1156509
9050,248115,17611,10,15211,32,17932,714,27807,163728,215,67,104,23,30,58,28,800,1098,285,897,106,575,288,496,28109,18223
9011,20978760,1547246,180536,450317,7360,618377,733011,1415801,15774921,30095,3542,7921,5328,4361,4820,4850,20075,40936,37186,17222,6958,9658,41916,16323,2372331,1757722
9007,22186636,1976618,85905,636468,2478,753421,538023,1682239,16285208,27616,3891,8613,5197,4228,4812,3423,19340,35703,33592,15878,5878,9499,33938,14668,2526127,1813970
9001,137099017,18316330,316680,6708285,21847,7625263,3906060,18006070,81150166,116646,19386,52007,27564,24299,31587,17045,68676,146517,147733,96018,53031,51889,137747,58171,16132970,9035311
9103,46574,0,2,6,2,2,1604,4704,36706,75,21,9,12,6,6,21,779,62,59,20,5,0,837,1636,5396,4089
9009,109368560,17131719,351867,3779382,24027,6500429,3164844,13546276,63943042,114449,16645,45069,21719,17913,26996,15975,48607,138794,143215,71658,52593,41063,125207,47071,12696216,7122746
9100,5650900,226288,897,265980,55,192198,178410,609874,4145285,3916,677,1489,1096,1215,1323,676,1520,4418,4375,2558,837,1537,4471,1805,666625,461292
34023,93186145,10730120,177306,15498604,12212,5976181,2978545,13277101,43844114,71248,13546,35930,17523,13830,19275,10080,39249,107586,92297,62292,32963,45489,87185,43469,10943376,4882262
34017,165405681,17749515,303416,11369203,91956,20751207,7775962,50566850,55686787,123676,26057,104258,33647,30551,57454,21610,31469,110002,181074,116186,97411,53750,91804,31836,20980449,6205707
34013,128023197,50203680,218534,6965165,96492,8324400,4551382,19102886,37774889,71248,14625,46205,16937,14009,25099,10420,36652,85778,98667,71339,118132,45151,85356,46151,15112281,4207516
34027,46149502,2364124,73157,4104247,8586,1489798,1109311,5328173,31217100,44172,7632,17001,10806,9053,8885,5202,51188,64104,51850,48074,8956,26089,63512,38482,5465488,3475487
34003,115315575,7479988,129856,17732293,11584,4904682,3549910,14336879,66229469,97673,18852,41692,21637,19757,21583,12391,73616,134327,116439,107424,25515,54683,127716,67609,13621123,7373711
34031,67220736,9103030,190881,1836902,27965,10991633,2914646,19244735,22368048,47262,11897,39831,13056,10703,24479,8963,30896,55145,74640,57478,43221,40550,53521,31254,8129039,2491657
34039,77767316,22227141,168736,2618536,16453,5380414,3040704,15915373,27839134,54914,10772,35599,13182,11408,17009,8737,33315,64871,76458,56138,49647,32507,61669,34599,9556706,3101371
34035,41124308,6502660,85459,3325780,2478,2036361,1129029,5752156,21953084,30345,5858,15614,8093,7004,8075,4497,31481,50082,40370,32832,13834,21194,39647,28375,4868111,2443982
34037,7754436,116664,40812,56657,506,148524,101463,379529,6777684,10474,1411,2686,1961,1658,1519,1337,18820,19391,15893,8881,580,10494,21141,16351,874947,754700
34025,50691521,6350425,92640,1935415,38737,1425275,1063309,4622350,34656739,53735,7921,17331,10262,9230,8731,7505,49365,79648,63041,39415,19422,27608,71956,41461,5868621,3859018
34041,9856674,387467,23453,97774,898,149490,121755,473430,8474793,14322,1849,3271,2424,2052,1781,1652,15060,19411,17036,9645,1137,7627,19402,10945,1116548,943937
34019,12336847,618902,27772,599148,462,264745,283203,845830,9546300,13806,2292,4502,3046,2311,2001,1717,20849,20173,17208,16622,1637,7277,22554,14490,1409302,1062823
34029,28711436,1671071,79009,534037,1403,704168,483365,2335954,22601639,34256,4986,10091,5874,4829,5187,5155,27950,49825,43254,20645,4950,15790,44502,23496,3308802,2516299
34033,7789538,2047340,75862,71782,8820,366189,186234,806084,4125702,8709,932,2504,1270,1281,1704,1396,11368,14260,12312,9207,6521,7246,13816,8999,891187,459760
34007,43815154,8535689,124788,1395333,10477,2462641,931204,4679870,25257075,44145,5894,15119,7085,7169,10614,5782,26150,64363,61516,32105,24559,26519,57551,29506,5001419,2813218
34001,31680757,6528634,117861,1155713,4423,2844518,927198,5388995,14419480,28529,4203,13359,5010,5084,8736,4898,23031,38979,41444,25080,19902,19751,35058,20871,3702977,1606375
34009,8963892,717539,3755,108380,1101,178640,109497,420184,7317520,12549,1429,2479,1604,1878,1924,2048,12341,19389,13380,6690,2072,4804,16990,7699,1008272,815002
34005,31886563,5355510,138600,1020808,14481,829833,714308,1851001,21623826,35096,4616,9985,6196,5260,5461,5483,29944,53256,47621,25837,12871,21095,49349,26126,3603788,2408071
34015,22947655,3912296,113122,342707,10521,1189615,496194,2398857,14227851,26578,3074,8265,4397,3910,5234,3980,23581,39687,37441,20104,11567,17427,32946,18301,2626824,1585028
34050,1961044,794992,8309,71512,571,56422,48158,120139,845286,1602,131,475,256,280,242,218,734,2304,2880,1064,1512,809,2188,960,219378,94181
34011,10203321,2267445,98995,48897,2000,1271114,296115,2367433,3739366,9718,1287,5457,1533,1618,3772,1837,14461,14037,16511,9413,8244,6225,12073,5770,1215899,416877
34021,34799849,7849985,57665,1971334,30579,1736982,732389,3756984,18375520,29096,4232,11643,6352,5696,6860,3841,20092,41651,35077,24812,20124,17918,39490,21527,4025869,2046215
36061,708651750,78376850,1882755,52449897,272534,51772705,21588164,108385022,390174746,418959,90105,288683,115987,114867,200506,62141,101307,444394,603610,291918,327916,162339,393207,133138,82842264,43420261
36067,67162080,6913311,446573,2916777,24412,1770970,1687268,4088811,48672761,86098,9488,23574,15265,13517,14185,10644,35350,106233,113663,34450,24766,19879,101319,32766,7587563,5422772
36050,31280892,6544803,134637,1375380,4880,2535989,904231,5637597,13969759,14805,3207,14446,4240,4411,9919,3017,4707,13860,27134,16558,24112,10912,14659,7629,3666932,1554451
36085,43507882,5512067,85232,2045240,31925,2250115,1477764,5821136,25944182,45143,7593,19144,9053,7525,8444,6038,12162,47357,55223,25312,19881,15424,47001,14921,5110793,2889422
36005,295970002,81724045,1617942,6104021,198136,51473232,13509638,103133005,36231764,146736,38410,214758,44546,36911,123476,37407,50031,107478,295739,246320,317594,137222,106711,74880,36366025,4043061
36065,27484146,4427488,160334,271356,37832,2635889,794383,5675797,13171103,34282,3762,16001,5861,4881,9932,5629,27373,41830,51090,22950,21648,10932,38935,14858,3232884,1469185
36003,14677428,422166,69036,572945,4718,1117674,395121,2824906,9096923,20746,2616,7013,3509,3102,3930,3170,18549,25157,29063,11090,4583,6183,24294,10934,1767187,1014046
36119,132502800,21916538,430275,8263978,29850,10562706,4978548,23709835,61602116,91463,18268,54200,26568,20484,30456,14013,77264,126007,128565,108105,61385,56105,122198,73873,15764264,6858746
36079,6011513,57033,30267,73985,2715,141749,109079,517928,4995413,7011,1122,2521,1720,1243,885,1110,10242,9889,9369,6391,1899,7336,12381,10225,699588,556156
36190,2132650,51432,4252,70722,38,22631,48736,161334,1756478,1683,316,856,412,383,351,224,1246,2364,2882,1456,193,907,2598,1156,250298,195458
36087,33101251,6362588,185800,1386257,29810,1421294,1177534,3534297,18668569,30058,4586,10635,6717,5407,6036,4169,28618,49040,45714,31357,15980,21917,47407,27461,3836743,2078981
36007,17796447,1140658,70500,488106,8689,181467,297666,429323,14952157,32420,2350,5305,5059,4090,3536,4147,17852,41519,41136,8967,4613,5953,40330,10604,1973940,1667080
36071,26426053,2871126,127869,368882,10411,1338191,653961,3366729,17355394,31141,4277,11339,5663,4566,5735,4855,33874,52188,43062,29692,10349,21106,45617,30026,3078864,1933062
36097,3506116,49715,25603,45747,10312,18141,42953,80861,3167286,6836,496,997,1103,867,722,1072,10364,10756,9741,3336,1263,2322,10434,5189,389104,353097
36059,148501166,18803341,335946,9396835,55418,10625643,4916859,27776841,75352288,114277,22194,63947,31636,26271,33856,18685,93877,156505,160288,129840,57872,82835,159326,86586,17971109,8390393
36081,394831061,52203006,1155149,57272130,185843,41400285,22095327,92772854,125319848,268204,64070,191822,70686,57075,100104,40901,75426,306432,372664,229531,206327,122611,232415,88351,48337689,13961872
36047,508398835,148775433,1411471,25383444,322859,42500497,21079132,84968785,180931570,352141,67637,211855,70606,59509,118584,47095,63915,341288,494513,233600,405268,135499,319850,104284,59397006,20151684
36181,10329895,257851,31501,929312,9432,736323,722849,1842198,5729631,10569,2183,5192,2116,1868,2381,1222,1620,10180,12079,5145,3915,2105,8525,1698,1245866,638140
36049,19117641,7695126,66861,104448,28296,2248867,581667,3706118,4525176,13959,2017,8907,2458,2280,6295,3149,11096,17669,23591,11878,23194,8813,18258,7518,2197048,504935
36004,14972868,198589,17134,1112756,1484,514779,410333,1042867,11556537,21295,2929,4980,2471,2162,2654,1641,1856,21462,25719,4210,2689,2418,19118,2785,1703397,1287065
36048,14972868,198589,17134,1112756,1484,514779,410333,1042867,11556537,21295,2929,4980,2471,2162,2654,1641,1856,21462,25719,4210,2689,2418,19118,2785,1703397,1287065
36017,15805164,8878316,36062,404259,18131,458178,454314,1178007,4261685,10152,1266,3367,1732,1327,2151,1793,14323,14903,17083,7773,14546,3858,14818,7120,1783856,475118
36103,103508311,9742983,444159,3242449,22373,4767530,2422288,13273496,68516064,93029,16224,40261,23801,18636,19635,13654,113071,159435,135560,92115,26111,81615,143695,100127,12172442,7627183
36053,7348348,212562,19961,113300,2387,89124,81661,282660,6432466,12497,1325,2287,2051,1744,1536,1807,14936,18454,17248,7266,1335,3012,18736,9993,822714,716910
36056,3499376,671861,64,137717,268,252407,153060,1119294,1142662,1827,268,1374,653,695,791,511,1412,2633,2331,2676,1159,1477,2752,1484,467181,127276
36100,859902,16,8006,11213,0,8619,11026,65242,744298,962,80,335,254,148,100,117,1017,823,2099,1267,31,1387,1659,1203,99981,82837
36093,16217684,1292945,92798,292755,6185,361378,351291,922333,12707961,25319,1976,5238,3731,3260,3559,3217,13710,31215,32681,11110,5235,7608,30208,11971,1829215,1416275
36001,38369429,5499983,137878,1292345,10484,557873,799405,1399408,28276241,52505,5234,10652,8202,6945,6540,5990,26334,68670,68062,23619,14120,14063,63088,21788,4282954,3150454
36035,5399023,107938,20742,32363,3959,125055,53492,366217,4607370,11559,917,2271,1605,1387,1436,1850,7223,13037,14573,4217,1460,2694,13550,4108,612625,513997
36057,4029442,75385,16639,24190,3644,120375,45148,351066,3326560,8351,659,1863,1155,1016,1125,1339,8596,9936,11096,3987,1324,1954,10320,3714,461487,371094
36091,20605603,451111,71641,276465,6223,207576,234651,660771,18450968,35234,3121,6902,5668,4987,4249,4188,19143,43882,41413,11614,2688,6862,42328,13918,2303987,2056190
36039,2891883,120256,21906,19312,582,21819,40180,113498,2482701,5574,523,837,716,607,528,969,19928,8715,9593,2702,507,2259,8972,9199,324325,276782
