fips,Total,Cash,0-100,100-150,150-200,200-250,250-300,300-350,350-400,400-450,450-500,500-550,550-600,600-650,650-700,700-750,750-800,800-900,900-1000,1000-1250,1250-1500,1500-2000,2000+,No Cash,Median,Aggregate
19063,336666,2958,83,3352,17,4511,1822,23300,290607,993,160,292,162,179,85,126,2156,1416,991,764,82,477,1454,679,38588,32485
19147,313952,84,54,27,27,22,7,2902,302308,980,153,181,116,116,72,154,2629,1046,964,168,53,54,1063,772,34519,33768
19091,335793,3835,97,1146,44,4516,1107,13614,297302,1018,94,196,160,124,150,225,4176,1449,973,747,66,1046,1595,2113,36753,33223
19161,300203,4676,45,937,36,817,4408,1602,276415,913,114,153,116,105,72,205,2877,1621,851,661,55,494,2247,783,32482,30874
19025,385694,2626,91,64,23,28,4322,1105,364611,1227,159,175,192,160,90,235,3625,2491,1153,237,82,67,2023,908,41916,40736
19023,3473253,47421,10592,61363,10692,27230,27600,39425,3194693,7001,697,1284,1029,832,746,825,5121,8455,7907,1963,1355,3045,9793,4184,381266,356205
19037,755547,4282,162,7912,75,3448,3050,7200,710400,2332,317,439,308,317,219,386,2652,2839,2297,1321,138,769,3473,1211,82461,79381
19043,486462,2778,897,71,47,28,720,2800,462910,1477,200,327,233,210,105,230,5840,2183,1783,208,70,76,1831,1438,53144,51718
19065,727769,4291,4479,6126,2594,7559,3969,26708,647521,2014,278,325,295,235,180,361,5473,2922,2872,1539,1471,1638,2992,1927,80511,72317
19019,975762,6859,5768,1704,99,3278,5996,28837,898117,2571,342,430,415,340,232,399,4861,3955,3449,656,174,655,3788,2837,108869,100274
19013,7762535,886141,18590,120457,14512,62831,106945,119249,6333454,13734,1198,2475,1997,1848,1586,1572,8636,17275,16733,3731,4123,2808,16977,5663,856405,706190
19017,3282967,47418,10555,60439,10705,14827,22997,21909,3050491,6514,580,1222,1020,770,679,679,4258,7946,7435,1378,1294,681,7324,1846,360730,340095
19055,520377,143,114,142,65,2429,808,3105,499705,1472,202,230,208,155,145,213,4264,1562,1524,211,76,495,1977,1132,56762,55789
19011,753098,3544,153,89,89,91,4940,3037,720231,2103,260,329,340,191,217,400,6857,3141,1963,359,82,75,3591,1016,82335,80412
19003,685336,152,1294,3597,97,3945,31,15212,643715,2055,260,363,351,280,209,288,3375,2151,2654,851,108,932,2192,1224,75772,71917
19173,330617,88,1180,23,38,3608,20,13003,301310,1080,141,212,138,141,114,224,3435,1103,1571,240,50,871,1146,881,36860,33676
19137,520497,1336,1205,119,82,11658,2822,17114,469420,1513,142,240,217,201,152,261,4118,2143,2082,307,134,509,2465,2257,56897,52427
19145,1044209,1552,1396,9740,152,13207,5231,19129,969333,2812,255,409,407,369,270,441,4546,3550,3554,676,222,837,3825,2296,114138,108212
19203,40966,5,4,11,8,0,0,0,39800,154,14,25,14,25,16,25,286,163,145,23,5,27,176,40,4452,4451
19149,772552,6595,214,757,140,1266,3335,8220,734816,1828,232,296,279,225,200,293,4155,2819,1855,557,90,209,2529,1642,84937,81990
19167,677359,4327,5637,5977,4017,15462,1846,28822,588821,1774,166,358,288,247,208,389,4669,2826,2827,1614,492,1756,2578,2258,74593,65756
19193,6380727,232700,134391,102699,5483,251762,108870,542986,4905657,10811,844,2900,2081,1578,2025,1516,10511,14102,16744,6912,2192,4497,13286,6180,723620,547006
19035,433351,3592,91,2408,37,1030,3004,4822,406507,1180,152,267,232,129,60,232,2936,1724,1151,462,83,531,1689,1032,47532,45395
19093,206351,3072,44,34,16,6,2,13,196800,704,119,112,108,76,32,148,1734,1510,633,147,32,40,780,189,22388,21996
19133,380530,113,88,90,55,2533,12721,2503,349109,1070,136,185,167,91,70,244,4765,1084,996,197,68,903,2262,1080,41277,38979
19141,455127,4036,528,1010,844,8326,1813,25307,399600,1255,143,301,175,178,155,246,2526,1677,1582,750,391,1114,1911,1259,51155,44637
19041,782303,317,187,5708,5771,17478,10222,22145,702300,1998,209,439,392,225,253,260,3102,2086,2115,1392,592,983,2954,1175,85423,78422
19119,203930,1262,40,4037,812,2607,3416,2604,179000,715,66,125,78,60,68,223,2795,1036,561,1166,423,717,1310,809,21816,20009
19143,186115,2348,1145,14,35,11712,2520,15510,141211,511,66,110,55,49,70,150,1937,1305,1006,171,48,2448,1161,2533,19988,15779
19191,659830,1434,572,4111,50,472,15321,10621,610622,1931,205,301,284,196,206,420,2669,2267,2084,1331,144,478,2607,1504,72620,68195
19059,564590,3370,1473,75,84,1327,2432,5929,536521,1461,154,225,238,191,192,239,2884,2791,1810,201,64,501,1747,681,61988,59892
19047,692582,8919,9346,1625,122,61566,6447,110032,472804,1569,196,544,316,232,337,213,4346,3035,1984,928,264,1671,2531,3555,79617,52828
19155,5700426,58761,17053,45356,3298,94100,42009,202549,5153260,11270,923,1886,1784,1646,1441,1452,10886,12883,13364,3226,1888,2449,13662,5280,634742,574577
19085,604375,177,134,5918,90,2575,3647,4218,570328,1521,165,249,221,175,143,285,5173,1570,1499,902,64,903,2851,1567,65904,63651
19129,464626,94,116,3194,771,964,3434,2024,440430,1163,101,162,120,131,147,261,4716,1170,1050,713,401,450,2507,507,50802,49141
19071,2060425,139701,5880,5083,2022,8561,18943,21706,1818871,4807,398,780,690,650,532,786,5648,5521,6098,1300,1210,2005,6909,2324,226135,202988
19061,3163689,72504,4075,9721,5285,28479,42780,61810,2885683,7281,638,1456,1244,958,818,862,8044,8568,8311,1180,1793,1281,8413,2505,348805,322018
19097,624860,230,131,97,99,41,2523,3528,602921,1704,124,369,291,241,115,261,5207,1723,1688,222,75,68,2207,995,68598,67315
19105,720787,261,1267,191,1626,69,9436,5340,685717,1747,150,346,305,199,212,266,4101,1786,2297,215,447,86,3718,1005,79144,76524
19045,1979002,76995,4597,9177,262,6866,11717,24706,1806830,4882,487,865,724,594,446,596,6689,5525,5862,2137,330,666,6646,1403,217701,201672
19005,421983,1846,7935,497,46,23521,5133,28310,341408,1153,165,251,182,109,145,245,2124,2055,2378,498,96,603,2003,1280,45829,38141
19163,9623246,912124,57590,179130,2165,170175,106692,408062,7658650,16119,1468,3253,2420,2365,2111,1816,11882,20484,22890,6195,3067,5814,20202,8572,1078028,853871
19183,804744,11657,1845,678,137,21654,11798,26145,709539,1940,200,361,344,248,201,394,3639,3653,2407,662,182,1781,3328,1951,87424,79192
19113,12025682,631758,74900,260602,11743,104794,107764,267645,10413296,21656,1995,4439,3695,3014,2478,2305,12246,26189,27883,6845,3175,4502,25947,6811,1335036,1161045
19150,261653,92,35,84,56,40,5319,4520,246906,637,53,131,102,81,78,94,454,637,670,79,35,33,1077,440,29069,27557
19031,801297,1596,247,3394,903,48658,3358,73854,648324,1652,199,495,293,219,320,291,4161,2237,1769,931,550,1916,3108,2822,89701,72353
19103,16870633,760601,80066,728786,18423,239268,205372,487287,14173088,26204,2183,4988,4223,3474,3085,2504,9643,32779,32930,8511,4484,5877,29113,7744,1877342,1579240
19112,2905044,175035,17700,54970,635,11507,7634,55106,2554043,4710,398,1057,960,734,477,478,795,5315,5484,808,416,649,5258,875,324206,284666
19179,1395697,33414,445,17341,230,18498,18845,61959,1219800,3295,239,521,530,472,372,567,3165,3944,3556,1495,337,1118,4348,1206,156226,136153
19101,2116574,101780,8850,53144,507,16316,25658,52207,1828742,4113,337,714,695,534,442,617,2785,4983,4841,2130,422,701,4880,1176,235877,203970
19177,152511,73,35,13,12,4,0,0,146411,515,68,68,75,53,66,104,3164,541,461,106,23,45,562,112,16612,16360
19051,148754,66,23,13,29,12,0,0,144500,489,72,65,62,46,47,109,1470,496,461,100,22,33,519,120,16214,16143
19007,460026,10050,3751,1373,37,741,2509,2600,426007,1356,106,239,144,152,132,270,3113,2360,1938,444,127,223,1997,357,50169,47577
19057,1814207,148560,4248,9046,301,4548,16040,24200,1576546,3984,393,703,608,511,449,546,3325,5493,4411,1702,559,1179,4621,2234,200261,175925
19111,1395760,56016,936,8873,2195,10724,6467,16475,1267456,3306,265,550,509,401,392,489,3808,4337,3875,1062,614,1232,3879,1899,153647,141450
19087,821916,1710,2269,22362,148,6689,12654,13374,741802,1979,179,332,327,270,247,281,3832,2449,3025,812,136,1435,3239,2365,89844,82794
19115,357595,1415,729,1489,63,17842,6325,71310,246100,859,115,287,124,173,101,219,3046,1466,1407,1030,73,479,1741,1202,44072,27506
19139,1832743,16271,5666,16990,471,139082,21808,265843,1332440,3459,328,1187,588,497,808,571,4624,4107,4385,2201,517,2769,5258,2873,212860,148685
55117,6779828,86081,13325,153118,1235,153261,100120,300313,5868009,12732,1339,3409,2528,1695,1610,1305,9328,15698,15813,3349,898,5823,19527,9312,754984,654440
55027,8895177,57369,51766,26828,1696,109180,73276,290446,8143715,16606,1534,3674,2992,2352,1929,2074,17405,21225,21805,5553,663,9925,20967,12197,989538,907872
55131,11090635,64153,24306,79914,1695,75940,52661,159563,10495641,18416,1984,4054,3556,2723,1723,1976,13395,21458,21486,6571,467,6803,22634,9516,1225811,1169371
55089,6764119,56291,28267,43046,1312,74495,49115,145530,6278993,11052,1167,2209,2282,1743,1214,1122,6729,15099,13356,3646,404,5596,14880,6571,747841,699644
55113,1212412,14624,108640,20387,97,349,12930,31618,993930,2249,282,497,369,256,208,445,5179,3856,5655,1953,95,248,4623,3922,135261,110805
55133,23974468,184290,100960,396398,2228,271803,234165,739181,21799039,34964,4247,8563,6797,5611,4071,3166,21197,40564,40792,13139,1495,8947,39500,13351,2680675,2427800
55039,6019898,47508,39348,55564,5534,68380,66388,145657,5494491,11835,1061,2436,2101,1708,1352,1407,11241,13901,16477,3909,1435,3919,17606,6640,665893,612728
55079,109114785,26234083,969063,2178812,59879,3649091,1840940,7211346,66073821,123039,12958,34956,22815,19734,22089,13500,30405,140537,154964,45678,71594,31812,136915,36754,12332697,7362746
55015,5771242,39981,21436,122285,1842,57856,56977,148582,5241881,10771,987,2394,2075,1841,1211,1062,6769,12413,13065,3992,937,2804,14689,5392,641949,584478
55071,4155980,13344,42715,64205,577,56053,18464,101587,3783365,8938,1084,2013,1678,1161,938,1099,8835,11299,10819,4684,441,4410,11747,6524,457717,422089
55055,9134303,56480,65586,39152,1414,152880,91800,383721,8216665,16200,1660,3363,2902,2386,2212,1799,11800,17438,23220,4290,788,7579,20517,10451,1022305,915814
55059,10903952,1335109,53038,77471,10310,343264,174918,767439,8013181,16078,1480,4330,2707,2429,2440,2014,10259,19418,19313,7608,4659,7054,18991,10442,1232152,893127
55101,14183108,2187562,29751,96652,11230,556075,183623,1001369,9966879,19179,1891,5371,3459,3000,3203,2404,10969,24666,22631,7651,6903,7921,21631,9088,1591737,1110801
55127,8617175,93533,62340,67036,8404,240795,73047,534128,7413386,14518,1404,3321,2307,2084,2109,1687,11170,19588,18831,8389,1621,6265,21611,9601,971401,826188
55105,13461731,749185,69457,119758,2738,271255,169258,598479,11310049,23079,2067,4636,3901,3580,3177,2495,11148,28847,29668,7894,2756,6931,30578,10795,1508571,1260815
55010,83919,3,4,12,2,25,18,15,82415,144,31,23,20,18,7,23,680,144,146,17,3,3,142,24,9229,9182
55005,4934549,358720,71221,17164,1120,145960,96621,295603,3872778,9260,571,1902,1370,1379,1315,1329,8627,12058,12765,2657,1324,3482,12637,4686,552836,431936
55045,2293129,3411,13840,7483,350,7077,12416,33085,2173786,4663,456,953,778,764,530,533,6134,5970,5655,2234,108,1545,8280,3078,253244,242405
55049,2716191,10120,13598,6609,412,11452,17078,41520,2559352,5703,559,1026,890,894,576,787,10244,6748,8072,2741,161,3239,8905,5505,299599,285404
55065,1625994,7180,8401,4413,247,4540,7222,16316,1545985,3848,426,641,589,525,384,582,5521,4634,4574,1586,131,1356,4842,2051,179013,172489
55025,51854276,2698109,234714,2320536,8510,781174,992673,1997574,42327806,72178,6917,14616,12661,11771,9854,6811,30572,89596,87588,21847,8637,17891,79369,22872,5812498,4715082
55100,2984849,602402,9214,25551,749,124913,62417,240935,1889839,4160,431,980,730,638,776,513,835,4699,5171,1300,1726,1120,4550,1200,339567,210741
55201,3183803,602447,12159,27089,787,124942,62473,240958,2080539,4584,468,1076,761,727,815,556,1343,5133,6028,1813,1732,1144,4976,1253,361299,232011
55023,1046011,1385,8407,236,134,4373,2661,13839,985622,2845,276,589,371,388,311,444,6061,3416,5619,360,82,1389,3943,3260,114465,110060
55043,2278239,11340,16906,4333,330,7180,10757,17822,2159291,5730,547,956,854,805,627,876,8491,8470,8495,1363,204,2079,7809,2974,249328,240997
55103,1165573,1311,14839,251,177,658,5868,10760,1098832,2912,298,449,459,433,270,431,6262,3494,8454,384,85,680,4752,3514,127312,122628
55007,1280301,11799,95280,4986,215,10039,33607,27601,1061607,2738,235,391,482,337,402,439,6735,4524,6367,1729,189,1739,6250,2610,140032,118430
55021,4984715,45067,65539,37474,1246,32612,66344,98870,4546776,9628,1069,1774,1664,1341,1271,1104,10563,14269,14240,6162,554,5393,14079,7676,550714,506976
55111,3261676,33560,57623,34684,671,20886,34708,68540,2940635,6647,700,1182,1101,909,815,943,9707,10177,11644,5454,305,3328,11147,6310,359643,327971
55177,843010,2282,8037,4481,175,3391,752,12052,798538,1862,185,342,294,230,286,203,526,2338,2314,844,53,731,2183,911,93083,89087
55085,2194921,1401,97907,18545,313,4362,49562,21290,1958907,4816,364,687,704,640,545,859,6967,5383,7278,3132,167,503,7454,3135,240196,218518
55077,1786266,8262,13055,15124,602,19576,24779,47583,1616516,3869,382,660,618,508,532,555,5938,5001,6066,2244,282,2420,7633,4061,197322,180325
55001,2380025,21661,41776,23019,472,14644,31216,59007,2135611,5290,457,995,719,656,700,812,6901,7766,7729,2134,215,3593,9056,5596,262320,238260
55047,1467472,5546,5734,1905,3628,16206,10701,42083,1346857,3283,315,650,504,421,409,511,4968,5128,4913,620,554,2528,6263,3745,162341,150266
55057,1597071,11016,37191,1199,289,6815,18144,34795,1448375,3799,340,615,575,498,434,633,6332,5377,6383,913,158,1817,6248,5125,176318,161629
55081,2442736,23584,76707,12414,1379,46363,28627,78568,2121154,5486,506,988,994,660,689,895,6550,7710,7159,2829,747,3853,8860,6014,268363,236687
55123,1054915,271,6439,258,135,596,3451,13138,999819,2924,306,457,419,369,266,560,7199,3005,5609,467,79,520,4751,3877,115778,111631
55137,5227190,25880,50350,37765,881,83533,25596,161805,4754732,10960,967,2059,1759,1580,1400,1411,8830,13246,15443,2607,474,5306,13244,7362,579449,530332
55095,2212609,4422,19930,5831,384,5056,17541,14567,2091101,4952,398,804,651,689,584,788,8575,6560,8574,2634,153,2908,9588,5919,241196,233230
55093,3969282,33601,33975,53693,1693,21079,46181,22845,3694870,7632,739,1334,1239,1118,801,730,7422,9965,10459,2820,860,2096,10462,3668,435023,411917
55109,4516262,49446,24784,42495,800,11157,31535,20904,4266986,8114,805,1494,1333,1206,885,777,10098,11696,12265,2568,301,1325,11790,3498,495698,475571
55033,6199945,56099,84221,64663,949,36189,69463,49525,5741566,13103,1211,1933,2119,1862,1564,1503,10024,16407,17295,2561,637,3770,17637,5644,679378,640379
55083,1441118,3924,24157,427,227,118,6225,10181,1359442,3567,414,618,534,404,321,592,8432,4672,6900,521,90,167,5839,3346,157835,151700
55075,1669631,4418,20104,5945,202,7251,14871,16284,1558040,4271,451,698,677,508,482,732,6738,5651,6519,1039,185,2228,8093,4244,182535,173907
55037,170146,42,459,37,39,9,2314,9,161905,470,45,59,77,53,56,75,1902,482,855,68,19,49,1073,49,18497,18073
55041,545513,1439,31217,3615,69,1967,9520,3337,475942,1359,155,176,163,182,130,303,3133,2002,3432,1636,56,1102,2650,1928,59065,53124
55087,16811198,128984,272121,331920,4455,165536,199220,382964,15118445,29287,2728,6237,5456,4771,3636,2941,14373,35771,38113,9685,1761,7008,34838,10948,1865093,1685209
55115,3225833,9541,173313,24252,2054,22274,46444,45141,2828294,7320,652,1358,1237,949,795,1243,10147,9335,15168,3170,1060,2517,13024,6545,352910,315610
55009,18388241,207112,634627,375292,8488,425064,231678,926906,15358897,31489,2845,7508,6088,4867,4378,3312,13040,36536,40813,10376,3181,7579,36099,12066,2064390,1712293
55078,253681,2057,82333,3940,1818,15,5740,2149,147056,478,84,121,84,43,56,153,1106,655,1708,885,973,26,1676,525,27282,16412
55090,283627,38,9746,72,81,9,21,5712,262906,561,79,115,84,43,67,60,507,572,1421,46,10,15,540,922,31598,29314
55029,1461961,3266,21532,4819,215,7533,18769,22401,1350043,3219,338,563,437,407,314,613,6637,4825,5587,1540,129,1546,3917,3311,159874,150584
55061,734045,2008,7940,2558,106,6977,77,9661,686623,1749,257,325,306,223,155,276,2642,2243,2947,1489,43,1399,1795,2246,79951,76621
55091,3528462,56092,133713,93167,696,59844,38944,146171,2954992,6906,683,1419,1285,1031,890,736,3886,7618,7778,1920,500,1006,7833,1352,394217,329636
55073,7440943,56996,57232,157185,5511,30550,60700,95041,6850860,16103,1303,3291,2808,2394,1684,2071,13414,18876,20145,4397,1658,5604,23794,9326,818227,764270
55019,2462469,41398,10296,23940,3120,12340,12293,39684,2263066,5951,486,1232,1011,888,676,748,8276,8407,7450,2651,663,3606,9425,4862,270713,252592
55097,5995257,34708,46272,88195,1208,35467,66223,99964,5530396,12504,1029,2387,1897,1654,1585,1514,9251,15855,15899,2719,438,4066,15652,6374,661515,616833
55067,1480379,4268,22287,24983,231,3046,19947,17578,1355273,3559,275,621,562,418,358,641,5436,4083,5313,2355,116,1372,5592,2065,161858,151239
55141,3496853,52170,34015,50327,3393,10474,21563,66112,3198000,7741,629,1702,1070,1063,919,863,6594,10684,10077,3236,676,2159,10170,3216,386733,356792
55119,899233,4052,2621,4826,93,6886,5243,9853,837521,2372,202,483,380,301,251,381,5854,3981,3036,774,95,2296,3955,3777,97650,93505
55017,5109468,29680,38110,100414,870,30726,35767,54872,4743004,10791,1000,1695,1944,1316,1237,1470,6330,14141,13178,2700,339,2027,13037,4820,561698,529021
55069,1953976,557,13180,23001,286,7186,43901,19916,1812163,4504,322,755,724,595,463,684,3157,4701,5965,2121,152,1723,5858,2062,213884,202181
55099,652076,3396,68321,2509,84,1828,8446,6075,541843,1497,140,309,217,177,159,271,5898,2015,3096,944,61,856,2240,1694,71148,60464
55053,1713258,8198,64290,6967,1183,29524,18996,41976,1498715,3951,361,772,688,471,408,614,5910,5799,6387,1165,603,4211,6633,5436,186538,167245
55135,2276220,5498,19560,584,481,37443,15590,45493,2102513,5253,436,972,877,750,728,794,6908,7042,8277,639,243,3455,8056,4628,249506,234617
55125,952857,185,88762,4565,131,3326,16128,14932,799974,1988,185,245,299,222,228,440,5475,1983,3898,1645,55,932,3995,3264,103998,89227
55003,819402,7524,114510,1778,127,2350,21249,12178,640083,1867,182,292,309,233,295,289,4286,2625,3711,655,141,643,2623,1452,89571,71443
55051,489305,3350,80186,3773,41,19,8802,4687,373353,1222,112,235,195,119,146,230,3991,1749,2202,1595,63,98,1974,1163,53362,41692
55107,1430801,7622,11251,1477,164,4031,10249,14579,1348342,3630,272,543,549,438,394,564,5301,5050,5377,1031,127,1403,5601,2806,156471,150485
55999,50171,5,1817,12,8,5,5,0,46602,139,11,24,22,14,12,39,734,146,367,29,6,7,146,21,5458,5203
55063,8082712,89226,73810,185862,1218,32390,84362,59191,7452034,16324,1431,2718,2706,2451,1749,1758,6642,18562,19974,4475,656,2287,18753,4133,888915,831005
55011,858235,2411,757,2633,124,1047,4527,6333,818421,2338,240,432,403,347,186,349,3584,3425,2579,1590,70,821,3724,1894,93729,91381
55121,1071064,2978,2502,173,147,13479,4163,20140,995429,2915,244,573,449,391,305,481,5658,4283,3723,438,113,3105,4463,4912,116623,111156
55035,8508558,74927,74903,151292,1483,41703,53609,70582,7925112,17146,1508,2644,2919,2352,2015,1946,6858,21963,21139,4714,596,2970,20435,5742,934903,883768
55013,821929,3370,51585,5641,1331,8759,15097,11388,693349,1997,210,249,282,226,268,401,4170,3133,6137,2524,683,2564,5872,2693,88437,77395
55129,1585090,9840,101865,4806,219,9141,16198,22679,1384404,3646,363,490,543,501,438,572,4862,5875,5628,1624,138,2102,6079,3077,173682,154476
55031,2049249,16909,71657,15679,1510,12222,33368,12131,1847600,4784,474,750,689,659,537,472,4689,5686,6874,2381,900,1421,6001,1856,223644,206173
55139,12903545,95077,101292,183548,5529,145227,135981,370795,11704478,24225,2155,5028,4427,3898,2917,2497,10309,28326,29535,6402,1442,5407,27435,7615,1435857,1305063
55187,54304,17,20,12,5,2502,4,4103,45705,149,17,30,22,17,23,29,416,148,145,48,13,342,145,392,6033,5104
27163,14282688,788191,110726,307370,2110,124179,207461,332050,12256864,20123,1957,4067,3504,3106,2593,2438,14890,27130,24902,8176,2197,5431,26715,6508,1588934,1365265
27003,14717591,558682,158937,170596,2273,159257,264990,321224,12918146,22555,2134,4081,3789,3721,2969,2196,11427,30739,30762,6363,1966,6160,27506,7118,1632284,1439181
27025,2163099,10332,6557,272,727,4822,16379,7157,2079541,4119,336,693,594,591,550,502,7369,5658,5636,284,366,1357,6495,2762,236881,231801
27059,1532685,10943,10753,5585,190,190,6959,15270,1453056,3150,266,516,487,424,384,430,4791,5314,4502,1419,147,176,4550,3183,168276,162027
27065,747022,646,20440,178,117,3697,11049,12851,676145,1780,162,268,218,292,208,294,3585,2036,4023,274,118,1616,3894,3131,81682,75445
27115,1216400,743,30030,255,200,3076,20118,11477,1117569,2954,238,425,352,441,376,517,6882,3243,6511,416,179,1341,6332,2725,132975,124703
27037,22748148,1248377,190256,849878,9540,572811,470710,1178600,17993694,29080,3349,7679,5667,5083,4773,3439,16041,38972,35892,14956,5239,12210,38163,13739,2552126,2004190
27049,2966887,38434,38800,28576,611,20217,14672,46403,2719395,5671,549,911,1040,814,644,674,7701,9008,7569,4464,281,4798,10132,5523,326370,303176
27131,3128787,55331,28037,40721,586,91840,30036,187862,2630827,6044,628,1519,965,977,905,798,9607,9137,9976,2868,603,4107,9733,5680,349695,293445
27139,3533629,95630,38624,76861,2229,101908,58516,152994,2956358,5216,616,1081,857,755,942,647,6313,9026,7992,3279,848,2346,6948,3643,391713,329345
27157,2029057,206106,8469,51859,419,29175,80732,62119,1553435,3497,325,705,573,494,422,476,5361,5824,4666,2226,747,2393,5890,3144,225278,173228
27147,1851919,39591,7221,8798,443,84514,26559,129576,1515283,3790,313,988,692,513,681,505,4663,4839,5210,1475,472,4717,6431,4645,205388,169083
27161,959320,15517,4927,3321,152,30679,7604,46657,823849,2331,253,548,359,316,309,350,5698,2791,3387,813,183,1911,4637,2728,105815,91975
27001,1310574,1294,28475,228,211,2877,11710,17596,1217779,3192,264,478,406,347,466,558,5421,3714,5973,393,172,1215,5697,2108,144149,135896
27123,60126296,5587811,708313,3224435,25825,1468730,1511567,2846042,44220559,76359,7444,17610,13485,12714,12433,7875,20752,95152,97187,26140,19605,20449,84978,20831,6732289,4926355
27168,2276356,158408,25443,169460,256,9609,36620,39969,1817788,2586,354,627,573,396,331,215,934,3342,3341,929,323,743,3138,971,254227,202416
27127,2343393,51537,28206,72453,236,53897,28707,93187,1963853,4831,635,930,705,626,617,877,9335,6364,6496,3464,520,2835,8278,4804,258183,219066
27171,3526939,26423,20315,2223,756,32665,29212,53165,3293893,6732,526,1282,1101,992,877,754,10635,10964,10585,1510,349,4061,10706,7213,386834,367238
27053,117620765,13603617,1371988,5072950,85185,2611239,2985420,5116629,85706814,143648,17121,33492,26548,23618,22570,15040,59501,183417,177616,58503,43902,42751,164398,54798,13181345,9546641
27143,1900955,33109,15236,36318,289,167819,26578,284508,1284096,3556,378,1187,599,656,818,611,8031,6421,7692,2984,736,6044,6781,6508,216289,143324
27141,7181082,114435,57339,176316,1182,59029,113327,115053,6445295,13837,1153,2495,2386,2211,1761,1444,6178,16963,17993,4496,1047,3197,18313,5632,791285,718786
27067,2261500,18297,5657,9135,343,124810,25444,237608,1786665,4852,511,1135,830,701,814,769,8435,6224,6879,2827,635,5435,6417,7077,257450,199393
27129,1766607,7079,39976,16021,269,19816,19931,46782,1571382,3925,417,744,573,589,572,592,6458,4640,6595,2253,281,3582,8243,5887,193266,175332
27085,1674620,9350,5232,12236,298,27341,7550,59082,1514411,3551,350,655,571,537,504,473,6427,5066,5199,2133,197,2994,5546,4917,185509,168932
27019,3870105,29313,25983,46163,636,27138,13805,154533,3503239,6493,737,1299,1156,1133,828,805,11225,10032,10365,6334,294,3566,7559,7469,436862,390401
27145,8656122,120073,50862,199651,1534,56567,127513,118993,7846957,17267,1507,2968,3005,2475,2041,1956,14791,22210,21696,4601,1135,6117,22980,9223,953706,875129
27093,1716740,8188,3278,10359,323,11424,10042,19191,1617777,3863,373,637,533,531,482,536,5629,5169,5565,1928,194,1712,5996,3010,187381,180470
27103,4831137,106904,14461,109542,795,81109,35592,166714,4242639,9229,812,1648,1381,1255,1214,1181,5402,12386,12698,2975,766,4229,12950,5255,536337,473080
27015,4451052,100429,17339,106763,727,77753,31252,163258,3889298,8694,836,1634,1346,1071,1169,1200,4637,10493,11195,2544,763,3294,11376,3981,494637,433728
27009,3334722,33806,12892,54506,557,12649,53889,30555,3087016,6456,536,1192,1144,950,752,681,5237,7308,8002,2463,369,1555,8858,3349,366513,344236
27095,853557,1731,34680,6636,100,1182,5372,18049,760416,2021,179,326,324,281,242,340,5418,2543,4062,1965,130,919,3464,3177,93590,84865
27083,2183151,55826,23664,55382,224,46862,29901,78782,1846989,3830,571,808,629,575,545,598,9078,5982,5658,3439,398,2968,5570,4872,240856,205910
27075,443651,2760,6941,107,59,35,4053,33,417907,1222,53,173,146,129,95,273,2784,2171,2187,188,38,74,2111,112,48216,46652
27137,9426233,178632,358912,70551,1272,39295,140511,91088,8381621,20643,1844,2933,2845,2595,2482,2908,18931,27846,32394,6608,1497,4911,28610,7304,1035023,934985
27031,187925,19,18945,50,40,35,4464,1629,155412,427,41,69,57,52,76,77,2972,431,1125,71,30,22,1294,587,20536,17345
27017,1017354,2464,78489,3326,95,1901,22636,8355,874881,2445,229,356,310,321,349,413,5551,3217,4266,581,164,399,4861,1745,111398,97649
27061,1871001,8545,72619,1378,1945,10557,24833,30115,1673399,4897,419,707,651,550,650,885,9045,5517,8732,1529,907,1183,8593,3345,204715,186829
27167,3023654,31842,77463,21757,402,74730,88211,126432,2554953,6147,447,1049,771,875,1055,764,4099,8324,9150,2047,669,2030,7767,2670,334379,284978
27109,7257367,441605,38469,438771,1256,119396,115102,222147,5776488,11580,1141,2448,2012,1790,1499,1283,8962,19129,16363,5186,1714,6168,17045,7813,806251,643898
27099,1717234,16695,5906,31910,269,69862,14726,130494,1409165,3782,397,900,661,497,592,565,7352,5697,5502,1022,350,2430,5329,3131,192397,157277
27169,2840494,53278,33389,57461,428,21473,89680,35922,2498584,6046,523,948,1130,899,669,690,6332,8313,7737,2158,437,2037,8990,3370,311647,278752
27039,732001,9191,2076,2214,127,31075,8578,42760,607327,1688,179,394,249,244,275,282,5471,4211,2735,1097,207,3476,4457,3688,79363,67793
27047,1356292,4391,2266,6814,189,74087,17580,133054,1080257,3188,342,924,499,431,593,495,6721,4212,3932,1108,420,3606,5744,5439,152725,120622
27055,596688,4279,3585,1218,95,625,8323,7522,552905,1608,124,334,267,209,179,245,3421,3475,2616,801,102,421,2639,1695,64803,61741
27045,660379,7197,1357,1795,67,3627,1433,4132,617417,1871,197,317,290,234,211,329,6204,3989,2368,1138,109,1511,2631,1955,71574,68950
27191,113745,59,19,12,2,700,8,702,108000,410,51,55,59,47,62,84,1223,433,370,80,35,421,432,481,12288,12077
27089,709592,5301,10141,12583,62,2269,2956,4828,649243,2061,221,346,278,322,210,319,5056,3114,3130,771,178,1359,2902,1942,77094,72523
27005,1394397,3211,110129,8329,138,16911,37864,31783,1146752,3479,372,472,456,535,538,698,6244,4518,7543,2516,327,1633,7050,2899,152079,128050
