fips,data
47155,476
47009,241
47105,1
47067,1
47030,5
47090,4
47039,2
47015,2
47157,212
47167,2
47131,301
47113,2
47109,1
47053,1
47055,1
47133,94
47141,94
47185,93
47035,93
47049,2
28033,356
28009,1
28093,1
28137,1
28133,1
28135,2
28151,1
28011,1
28003,2
28117,1
28081,4
28017,1
28095,2
28115,1
28015,1
28043,1
28097,2
28121,1
28129,1
28049,3
28089,92
28029,1
28085,40
28001,1
28063,1
28008,88
28023,71
28075,71
28035,1
28073,1
28091,1
28061,109
28067,109
28153,109
28047,8
28059,4
28131,1
28077,39
28087,1
21179,27
21103,2
21185,24
21019,22
21211,24
21215,24
21029,62
21163,2
21093,33
21111,127
21017,4
21067,235
21209,3
21021,83
21167,80
21229,80
21205,1
21011,75
21049,301
21073,75
21173,76
21113,18
21065,2
21151,35
21239,1
21094,1
21051,2
21109,3
21079,3
21203,2
21137,3
21199,2
21121,3
21125,3
21235,2
21037,6
21117,8
21015,5
21061,14
21089,5
21043,2
21063,1
21135,1
21161,1
21159,1
21129,100
21025,99
21175,3
21153,2
21195,47
21071,1
21119,32
21193,30
21133,1
21145,207
21035,1
21031,11
21213,11
21227,12
21003,1
21047,3
21219,2
21053,1
21059,2
21101,1
21091,1
21183,1
21045,1
21207,1
21057,32
21087,31
21123,30
21155,30
21217,31
21001,1
21027,1
21085,1
39089,251
39031,4
39075,4
39083,167
39021,62
39041,868
39049,759
39159,229
39045,134
39117,185
39119,189
39097,4
39127,2
39023,406
39129,4
39073,3
39163,2
39019,14
39033,4
39101,3
39175,320
39091,3
39143,6
39153,1154
39123,261
39095,761
39069,72
39051,87
39171,1
39995,1
39013,71
39059,11
39121,1
39081,78
39029,6
39067,4
39007,3
39035,574
39093,404
39055,400
39003,71
39133,95
39085,318
39103,448
39043,242
39053,2
39169,217
39151,325
39155,173
39099,123
39157,284
39005,329
39077,3
39147,3
39063,162
39146,1
39173,1
39197,1
39139,371
39017,177
39165,134
39061,274
39025,128
39027,481
39015,1
39016,4
39037,2
39113,95
39135,20
39109,180
39057,73
39149,80
39079,159
39131,5
39141,4
39087,5
39145,160
39001,1
39071,1
39009,41
39105,1
39167,237
39137,124
39011,2
39107,1
39161,1
18057,155
18059,2
18095,2
18011,5
18097,365
18139,2
18145,5
18063,6
18081,5
18109,1
18089,139
18127,5
18073,1
18111,3
18091,1
18085,5
18099,109
18141,113
18039,6
18149,108
18001,1
18069,1
18179,1
18003,5
18029,5
18047,2
18137,84
18025,2
18061,2
18013,2
18043,4
18019,2
18175,1
18031,9
18077,1
18155,1
18079,9
18065,1
18135,1
18055,3
18105,2
18119,2
18093,1
18101,1
18117,1
18173,1
18163,183
18121,1
18015,4
18023,2
18157,4
18171,3
18181,4
18007,1
18165,1
26147,14
26125,367
26099,35
26161,108
26093,103
26075,96
26163,541
26115,359
26081,141
26049,6
26145,4
26157,32
26087,138
26151,332
26017,3
26129,1
26101,1
26111,2
26063,1
26037,26
26065,179
26073,1
26057,25
26077,226
26159,306
26025,4
26021,71
26023,1
26005,22
26027,1
26149,2
26015,2
26121,66
26091,157
26059,1
26123,2
26067,1
26107,104
26117,1
26139,427
26127,1
26007,2
26141,2
26009,3
26029,39
26047,38
26031,1
26041,1
26109,36
26103,2
19153,114
19009,101
19029,156
19165,156
19015,1
19117,168
19125,168
19135,168
19185,168
19169,1
19127,2
19121,73
19181,4
19039,2
19073,14
19049,6
19197,1
19195,1
19131,1
19109,1
19187,1
19023,8
19013,6
19017,5
19075,4
19037,12
19089,12
19001,1
19003,1
19175,1
19035,1
19193,57
19059,1
19155,57
19129,104
19055,1
19061,2
19191,1
19105,1
19150,1
19103,6
19113,21
19112,2
19101,1
19107,1
19057,46
19071,46
19163,209
19045,2
19031,1
19139,1
55113,1
55133,896
55079,1173
55089,699
55131,665
55015,136
55039,3
55071,3
55027,2
55055,28
55117,27
55105,169
55127,570
55101,228
55005,1
55059,48
55045,2
55201,1
55021,55
55025,280
55177,1
55103,144
55043,8
55077,1
55057,48
55001,1
55111,1
55093,2
55109,96
55095,79
55087,590
55115,41
55009,350
55075,183
55083,183
55029,3
55091,1
55019,1
55073,2
55097,3
55003,1
55051,1
55099,1
55085,1
55023,1
55123,1
55063,2
55033,1
55035,4
55017,4
55107,2
55137,70
55139,203
55135,2
27025,138
27059,138
27037,182
27049,118
27163,7
27131,1
27139,101
27065,3
27115,3
27147,12
27123,36
27168,2
27171,398
27003,36
27141,374
27019,140
27053,531
27093,46
27129,3
27143,1
27009,338
27095,2
27145,394
27137,3
27001,1
27061,1
27109,34
27157,1
27039,1
27013,25
27015,1
27103,1
27047,1
27079,1
27091,1
27067,57
27127,2
27041,1
27051,1
27121,1
27097,2
27035,42
27057,47
27167,1
27007,46
27089,2
27119,2
46009,2
46083,1
46099,1
46029,1
46057,1
46051,1
46109,1
46093,3
46103,2
46019,50
46081,51
38017,1
38077,1
38019,1
38067,1
38071,1
38005,1
38069,1
38083,1
38103,1
38021,1
38045,1
38081,1
38015,2
38029,1
38025,1
38089,1
38101,1
38053,1
30095,1
30013,131
30093,53
30031,1
30001,1
30081,1
30047,1
17031,1268
17089,532
17097,578
17111,572
17043,1273
17007,275
17037,60
17197,283
17199,356
17063,10
17931,2
17093,2
17091,76
17075,66
17103,70
17141,2
17177,23
17195,70
17201,7
17161,68
17061,2
17050,4
17099,27
17011,1
17073,2
17095,40
17187,41
17109,1
17071,1
17131,1
17179,7
17143,2
17113,3
17039,1
17019,2
17183,1
17139,1
17119,11
17117,216
17083,2
17135,219
17163,6
17027,10
17005,2
17189,1
17001,1
17049,1
17051,1
17173,1
17033,1
17115,12
17021,2
17167,50
17107,1
17025,2
17191,2
17185,2
17077,99
29071,286
29189,105
29099,75
29000,2
29510,2
29183,14
29138,1
29163,1
29173,1
29001,1
29045,1
29123,1
29186,1
29187,1
29031,32
29069,1
29155,1
29023,13
29181,13
29095,387
29047,3
29177,1
29037,3
29101,2
29165,34
29021,1
29033,1
29079,1
29117,1
29039,196
29185,196
29217,196
29011,1
29057,1
29097,3
29145,2
29154,1
29119,1
29073,5
29139,1
29219,1
29029,34
29131,2
29019,1
29027,1
29089,1
29065,1
29125,2
29161,2
29055,4
29169,1
29149,25
29167,27
29209,2
29213,2
29009,1
29059,1
29105,1
29225,6
29229,5
29067,25
29215,1
29043,28
29077,141
29085,1
29091,24
29203,24
20103,5
20091,1130
20045,1
20059,55
20087,3
20173,174
20209,6
20061,1
20085,2
20177,46
20205,128
20001,127
20133,127
20207,127
20037,1
20017,1
20111,1
20015,1
20021,1
20099,1
20113,1
20155,1
20181,1
20063,1
20179,1
20069,1
20081,1
20119,1
20175,1
31153,16
31055,7
31109,123
31159,1
31043,1
31001,1
31035,1
31079,1
31013,1
31165,1
31157,1
22051,350
22089,2
22087,1
22071,87
22109,2
22005,5
22007,2
22057,1
22105,63
22117,1
22103,150
22055,174
22039,2
22045,1
22079,58
22099,1
22101,1
22113,1
22097,1
22019,5
22003,2
22033,128
22063,2
22047,1
22015,2
22013,2
22027,1
22119,1
22031,1
22017,87
22915,1
22025,1
22073,7
22067,3
22061,2
22111,1
22049,2
22029,1
22021,1
22069,1
22127,1
5103,1
5013,1
5057,1
5119,219
5051,18
5125,8
5085,1
5045,15
5141,1
5147,1
5019,1
5023,109
5145,109
5115,15
5113,1
5037,1
5035,3
5123,1
5031,29
5021,1
5009,2
5101,2
5007,28
5005,1
5089,1
5143,7
5087,5
5015,4
5071,1
5131,3
5033,2
40051,7
40015,1
40137,5
40083,29
40109,875
40017,6
40087,7
40027,109
40103,1
40099,3
40029,90
40019,4
40085,5
40031,89
40065,93
40039,2
40149,3
40009,2
40129,2
40055,1
40047,62
40053,27
40073,2
40147,174
40143,979
40145,138
40146,87
40131,6
40081,2
40119,230
40037,14
40113,5
40117,1
40141,1
40035,2
40041,4
40097,2
40115,4
40101,117
40121,65
40023,16
40127,16
40071,4
40013,1
40063,1
40091,1
40107,1
40125,2
40133,1
40079,29
40135,1
40001,1
40021,1
48113,3350
48085,999
48121,2292
48181,236
48012,2
48397,104
48439,2010
48257,93
48231,2
48139,62
48239,2
48349,2
48213,3
48119,74
48287,1
72005,2
48159,20
48343,20
48449,20
48277,167
48499,3
48183,5
48401,4
48459,4
48423,177
48203,1
48001,15
48467,3
48426,1
48373,1
48455,119
48403,2
48241,1
48367,1395
48251,115
48363,1
48221,2
48435,1
48497,1226
48131,2
48097,1221
48337,1199
48485,46
48009,4
48027,113
48029,925
48099,7
48281,4
48145,180
48309,183
48331,2
48491,855
48053,11
48051,2
48035,8
48217,1
48049,1
48083,1
48333,1
48307,1
48411,1
48451,1
48201,3732
48207,1
48039,6
48157,137
48245,597
48339,691
48185,3
48291,1
48407,1
48473,125
48481,49
48057,2
48167,389
48071,1
48041,72
48351,1
48361,1
48471,1
48477,1
48123,1
48175,1
48469,54
48019,1
48265,61
48325,4
48259,259
48171,62
48479,2
48163,1
48493,361
48187,886
48013,1
48091,887
48249,1
48355,41
48007,9
48409,2
48273,1
48315,1
48061,4
48215,129
48427,126
48021,19
48022,18
48055,108
48209,113
48453,649
48319,2
48031,3
48458,3
48463,3
48137,1
48271,1
48465,1
48233,1
48375,3
48381,2
48303,2
48441,156
48329,1
48135,1
48141,1253
8059,709
8001,262
8200,1
8005,17
8055,4
8035,15
8031,755
8056,1
8003,1
8002,1
8013,421
8041,366
8039,7
8117,2
8107,125
8069,529
8123,340
8004,1
8047,1
8101,213
8089,1
8011,1
8067,46
8065,1
8111,43
8077,108
8097,3
8037,3
8051,1
8045,1
56021,145
56001,28
56025,9
56013,1
56005,1
56037,49
56043,11
56035,1
16019,13
16065,69
16063,1
16069,1
16027,224
16028,223
16045,225
16075,225
16001,225
16087,1
16055,2
16017,1
49035,113
49043,1
49049,80
49003,1
49021,2
49052,2
49053,20
4013,2641
4021,29
4031,600
4113,3
4019,607
4012,1
4001,1
4027,2
4011,1
4007,1
4009,21
4003,2
4023,1
4018,1
4005,200
4025,217
4015,4
4200,2
35049,9
35006,1
35061,1
35043,3
35001,165
35007,34
35033,1
35013,4
35003,1
35017,1
35009,1
35015,1
35035,2
32003,1206
32033,1
32005,2
32031,286
32029,267
32510,4
32019,2
6037,5485
6034,1
6111,867
6059,1162
6071,1271
6039,254
6021,173
6065,441
6664,62
6031,6
6073,1345
6401,4
6025,2
6067,686
6083,306
6079,7
6019,327
6029,27
6107,10
6007,230
6051,1
6027,4
6047,6
6010,68
6053,50
6081,8
6085,352
6075,28
6001,513
6013,225
6095,229
6055,121
6100,1
6097,135
6041,134
6087,7
6069,116
6049,116
6077,200
6009,3
6043,1
6040,1
6099,64
6109,1
6045,2
6061,187
6017,5
6005,3
6113,1
6115,11
6057,6
6063,1
6089,5
15003,2
41067,382
41005,319
41027,1
41051,386
41007,2
41047,818
41071,1
41003,32
41043,29
41053,1
41041,1
41029,5
41039,9
41015,1
41011,21
41019,1
41033,1
41035,3
41017,129
41037,2
41013,4
53033,1422
53061,808
53035,228
53053,458
53633,2
53029,1
53057,2
53073,2
53045,121
53031,2
53387,2
53067,5
53041,91
53027,2
53011,141
53015,136
53059,1
53007,2
53017,1
53047,2
53025,83
53077,18
53037,3
53063,84
53071,6
53005,74
53001,1
53021,1
53039,71
53003,21
2020,1
2240,4
